ref,date,name,other_trades,Other Trades Parenth,Other Trades Dates,Other Trade Suffix 2,Role_primary,Relation to,RoleRelationDates,guild_memberships,opticians,seller_descriptions,Qualifier IS,Dates IS,maker_descriptions,IM Dates Parenth,Material,Qualifier IM,seller_trades,Seller_trades parenth,Seller trade dates,maker_trades,Maker_trade parentheses 1,Maker_trade Date Qual,Maker_qualifier
126,1639-01-01T00:00:00Z,BROOKES,,,,,,,,Grocers,,,,,,,,,,,,,,,
127,1647-01-01T00:00:00Z,MOXON,,,,,,,,,,,,,,,,,Globe,,,,,,
127,1647-01-01T00:00:00Z,MOXON,,,,,,,,,,Mathematical,,,,,,,,,,,,,
127,1647-01-01T00:00:00Z,MOXON,,,,,,,,Stationers,,,,,,,,,,,,,,,
127,1647-01-01T00:00:00Z,MOXON,,,,,,,,Weavers,,,,,,,,,,,,,,,
128,1653-01-01T00:00:00Z,SUGAR & MOXON,,,,,,,,,,,,,,,,,,,,Globe,,,
128,1653-01-01T00:00:00Z,SUGAR & MOXON,,,,,,,,,,,,,,,,,Map,,,,,,
129,1650-01-01T00:00:00Z,MORDEN,,,,,,,,,,,,,,,,,Globe,,,,,,
129,1650-01-01T00:00:00Z,MORDEN,,,,,,,,,,,,,,,,,Map,,,,,,
129,1650-01-01T00:00:00Z,MORDEN,,,,,,,,,,,,,,,,,Instrument,,,,,,
129,1650-01-01T00:00:00Z,MORDEN,,,,,,,,Weavers,,,,,,,,,,,,,,,
130,1597-01-01T00:00:00Z,BECKIT,,,,,Engraver,map,,,,,,,,,,,,,,,,,
132,1650-01-01T00:00:00Z,ATKINSON,,,,,,,,,,,,,,,,,,,,Compass,,,
134,1654-01-01T00:00:00Z,BRADFORD,,,,,,,,,,,,,Mathematical,,,,,,,,,,
135,1662-01-01T00:00:00Z,WYNNE,,,,,,,,,,,,,,,,,Book,,,,,,
135,1662-01-01T00:00:00Z,WYNNE,,,,,,,,,,,,,Mathematical,,,,,,,,,,
135,1662-01-01T00:00:00Z,WYNNE,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
137,1770-01-01T00:00:00Z,AULT,,,,,,,,,,,,,,,,,,,,Compass,drawing ?,,
139,1792-01-01T00:00:00Z,WEBB,,,,,,,,,,,,,,,,,,,,Rule,,,
139,1792-01-01T00:00:00Z,WEBB,,,,,,,,,,,,,Gauging,,,,,,,,,,
140,1654-01-01T00:00:00Z,SELLER,,,,,,,,,,,,,,,,,,,,Map,,,
140,1654-01-01T00:00:00Z,SELLER,,,,,,,,,,,,,,,,,,,,Map,,,
140,1654-01-01T00:00:00Z,SELLER,,,,,,,,,,,,,,,,,,,,Map,,,
140,1654-01-01T00:00:00Z,SELLER,,,,,,,,,,,,,,,,,,,,Map,,,
140,1654-01-01T00:00:00Z,SELLER,,,,,,,,,,,,,,,,,,,,Map,,,
140,1654-01-01T00:00:00Z,SELLER,,,,,,,,,,,,,,,,,,,,Map,,,
140,1654-01-01T00:00:00Z,SELLER,,,,,,,,,,,,,,,,,Book,,,,,,
140,1654-01-01T00:00:00Z,SELLER,,,,,,,,,,,,,,,,,Instrument,,,,,,
140,1654-01-01T00:00:00Z,SELLER,,,,,,,,,,,,,,,,,Globe,,,,,,
140,1654-01-01T00:00:00Z,SELLER,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
140,1654-01-01T00:00:00Z,SELLER,,,,,,,,Merchant Taylors,,,,,,,,,,,,,,,
141,1658-01-01T00:00:00Z,SHORTGRAVE,,,,,,,,,,,,,Mathematical,,,,,,,,,,
141,1658-01-01T00:00:00Z,SHORTGRAVE,,,,,Surveyor,,,,,,,,,,,,,,,,,,
141,1658-01-01T00:00:00Z,SHORTGRAVE,,,,,Operator ,the royal society,,,,,,,,,,,,,,,,,
142,1666-01-01T00:00:00Z,BOLTER,,,,,,,,,,,,,,,,,,,,Spectacle,,,
142,1666-01-01T00:00:00Z,BOLTER,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
144,1671-01-01T00:00:00Z,TOMPION,,,,,,,,,,,,,,,,,,,,Clock,,,
144,1671-01-01T00:00:00Z,TOMPION,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
145,1711-01-01T00:00:00Z,TOMPION & GRAHAM,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
146,1656-01-01T00:00:00Z,BEDFORD,,,,,,,,,,,,,Mathematical,,,,,,,,,,
146,1656-01-01T00:00:00Z,BEDFORD,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
146,1656-01-01T00:00:00Z,BEDFORD,,,,,,,,Stationers,,,,,,,,,,,,,,,
146,1656-01-01T00:00:00Z,BEDFORD,,,,,Engraver,,,,,,,,,,,,,,,,,,
147,1669-01-01T00:00:00Z,COCK,,,,,,,,,,,,,,,,,,,,Prospective Glass,,,
147,1669-01-01T00:00:00Z,COCK,,,,,,,,,,,,,,,,,,,,Prospective Glass,,,
147,1669-01-01T00:00:00Z,COCK,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
147,1669-01-01T00:00:00Z,COCK,,,,,,,,Turners,,,,,,,,,,,,,,,
148,1788-01-01T00:00:00Z,LOWE,,,,,,,,,,,,,,,,,Music,,,,,,
148,1788-01-01T00:00:00Z,LOWE,,,,,,,,,,,,,,,,,Print,,,,,,
148,1788-01-01T00:00:00Z,LOWE,,,,,,,,,,,,,,,,,Book,,,,,,
148,1788-01-01T00:00:00Z,LOWE,,,,,,,,,,,,,Optical,,,,,,,,,,
148,1788-01-01T00:00:00Z,LOWE,,,,,,,,,,,,,Mathematical,,,,,,,,,,
148,1788-01-01T00:00:00Z,LOWE,,,,,Stationer ,,,,,,,,,,,,,,,,,,
149,1785-01-01T00:00:00Z,JONES,,,,,,,,,,,,,Mathematical,,,,,,,,,,
149,1785-01-01T00:00:00Z,JONES,,,,,,,,,Optician,,,,,,,,,,,,,,
151,1720-01-01T00:00:00Z,ADAMS,,,,,,,,,,,,,,,,,,,,Spectacle,,,
151,1720-01-01T00:00:00Z,ADAMS,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
152,1680-01-01T00:00:00Z,DUTTON,,,,,,,,,,,,,,,,,Book,,,,,,
152,1680-01-01T00:00:00Z,DUTTON,,,,,,,,,,,,,Mathematical,,,,,,,,,,
154,1720-01-01T00:00:00Z,CARVER,,,,,,,,,,,,,Mathematical,,,,,,,,,,
155,1718-01-01T00:00:00Z,COGGS,,,,,,,,,,,,,Mathematical,,,,,,,,,,
155,1718-01-01T00:00:00Z,COGGS,,,,,,,,Pewterers,,,,,,,,,,,,,,,
155,1718-01-01T00:00:00Z,COGGS,,,,,Engraver,,,,,,,,,,,,,,,,,,
156,1667-01-01T00:00:00Z,SMITH,,,,,,,,,,,,,Mathematical,,,,,,,,,,
156,1667-01-01T00:00:00Z,SMITH,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
157,1655-01-01T00:00:00Z,KNIBB,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
158,1683-01-01T00:00:00Z,WHITEHEAD,,,,,,,,,,,,,Mathematical,,,,,,,,,,
158,1683-01-01T00:00:00Z,WHITEHEAD,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
159,1668-01-01T00:00:00Z,NASH,,,,,,,,,,,,,Mathematical,,,,,,,,,,
159,1668-01-01T00:00:00Z,NASH,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
159,1668-01-01T00:00:00Z,NASH,,,,,,,,Grocers,,,,,,,,,,,,,,,
160,1683-01-01T00:00:00Z,LEA,,,,,,,,,,,,,,,,,,,,Globe,,,
160,1683-01-01T00:00:00Z,LEA,,,,,,,,,,,,,,,,,,,,Globe,,,
160,1683-01-01T00:00:00Z,LEA,,,,,,,,,,,,,,,,,Book,,,,,,
160,1683-01-01T00:00:00Z,LEA,,,,,,,,,,,,,,,,,Map,,,,,,
160,1683-01-01T00:00:00Z,LEA,,,,,,,,,,,,,Mathematical,,,,,,,,,,
160,1683-01-01T00:00:00Z,LEA,,,,,,,,Weavers,,,,,,,,,,,,,,,
162,1668-01-01T00:00:00Z,CARVER,,,,,,,,,,,,,Mathematical,,"silver, brass, ivory, wood",,,,,,,,
162,1668-01-01T00:00:00Z,CARVER,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
164,1750-01-01T00:00:00Z,COLE & SON,,,,,,,,,,,,,Mathematical,,,,,,,,,,
164,1750-01-01T00:00:00Z,COLE & SON,,,,,,,,,,,,,Philosophical,,,,,,,,,,
164,1750-01-01T00:00:00Z,COLE & SON,,,,,,,,,,,,,Optical,,,,,,,,,,
165,1720-01-01T00:00:00Z,COLE,,,,,,,,,,,,,Mathematical,,,,,,,,,,
165,1720-01-01T00:00:00Z,COLE,,,,,,,,,,,,,Philosophical,,,,,,,,,,
165,1720-01-01T00:00:00Z,COLE,,,,,,,,,,,,,Optical,,,,,,,,,,
165,1720-01-01T00:00:00Z,COLE,,,,,,,,Merchant Taylors,,,,,,,,,,,,,,,
166,1766-01-01T00:00:00Z,COLE,,,,,,,,,,,,,Mathematical,,,,,,,,,,
166,1766-01-01T00:00:00Z,COLE,,,,,,,,,,,,,Philosophical,,,,,,,,,,
166,1766-01-01T00:00:00Z,COLE,,,,,,,,,,,,,Optical,,,,,,,,,,
166,1766-01-01T00:00:00Z,COLE,,,,,,,,Merchant Taylors,,,,,,,,,,,,,,,
167,1789-01-01T00:00:00Z,COX,,,,,,,,,,,,,Optical,,,,,,,,,,
167,1789-01-01T00:00:00Z,COX,,,,,,,,,,,,,Mathematical,,,,,,,,,,
167,1789-01-01T00:00:00Z,COX,,,,,,,,,Optician,,,,,,,,,,,,,,
167,1789-01-01T00:00:00Z,COX,,,,,,,,Turners,,,,,,,,,,,,,,,
168,1700-01-01T00:00:00Z,CULPEPER,,,,,,,,,,,,,Mathematical,,,,,,,,,,
168,1700-01-01T00:00:00Z,CULPEPER,,,,,,,,Grocers,,,,,,,,,,,,,,,
169,1713-01-01T00:00:00Z,HARRISON,,,,,,,,,,,,,,,,,,,,Clock,,,
170,1668-01-01T00:00:00Z,GRIFFITH,,,,,,,,,,,,,Mathematical,,,,,,,,,,
170,1668-01-01T00:00:00Z,GRIFFITH,,,,,,,,Broderers,,,,,,,,,,,,,,,
170,1668-01-01T00:00:00Z,GRIFFITH,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
171,1667-01-01T00:00:00Z,BELL,,,,,,,,,,,,,Mathematical,,,,,,,,,,
171,1667-01-01T00:00:00Z,BELL,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
172,1667-01-01T00:00:00Z,HOWE,,,,,,,,,,,,,,,,,,,,Spectacle,,,
172,1667-01-01T00:00:00Z,HOWE,,,,,,,,,,,,,,,,,,,,Spectacle,,,
172,1667-01-01T00:00:00Z,HOWE,,,,,,,,Broderers,,,,,,,,,,,,,,,
172,1667-01-01T00:00:00Z,HOWE,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
173,1662-01-01T00:00:00Z,HOWE,,,,,,,,,,,,,Mathematical,,,,,,,,,,
173,1662-01-01T00:00:00Z,HOWE,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
173,1662-01-01T00:00:00Z,HOWE,,,,,,,,Grocers,,,,,,,,,,,,,,,
174,1729-01-01T00:00:00Z,CUSHEE,,,,,,,,,,,,,,,,,,,,Map,,,
174,1729-01-01T00:00:00Z,CUSHEE,,,,,,,,,,,,,,,,,,,,Map,,,
174,1729-01-01T00:00:00Z,CUSHEE,,,,,,,,,,,,,,,,,,,,Globe,,,
174,1729-01-01T00:00:00Z,CUSHEE,,,,,,,,,,,,,,,,,,,,Globe,,,
174,1729-01-01T00:00:00Z,CUSHEE,,,,,,,,Merchant Taylors,,,,,,,,,,,,,,,
174,1729-01-01T00:00:00Z,CUSHEE,,,,,Surveyor,,,,,,,,,,,,,,,,,,
174,1729-01-01T00:00:00Z,CUSHEE,,,,,Publisher,,,,,,,,,,,,,,,,,,
175,1659-01-01T00:00:00Z,HENSHAW,,,,,,,,,,,,,Mathematical,,,,,,,,,,
175,1659-01-01T00:00:00Z,HENSHAW,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
175,1659-01-01T00:00:00Z,HENSHAW,,,,,,,,Weavers,,,,,,,,,,,,,,,
176,1667-01-01T00:00:00Z,FAGE,,,,,,,,,,,,,Mathematical,,,,,,,,,,
176,1667-01-01T00:00:00Z,FAGE,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
176,1667-01-01T00:00:00Z,FAGE,,,,,,,,Stationers,,,,,,,,,,,,,,,
178,1668-01-01T00:00:00Z,ELMES,,,,,,,,,,,,,,,,,,,,Rule,,,
178,1668-01-01T00:00:00Z,ELMES,,,,,,,,,,,,,,,,,,,,Rule,,,
178,1668-01-01T00:00:00Z,ELMES,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
178,1668-01-01T00:00:00Z,ELMES,,,,,,,,Woodmongers,,,,,,,,,,,,,,,
179,1620-01-01T00:00:00Z,GAY,,,,,,,,,,,,,Optical,,,,,,,,,,
180,1718-01-01T00:00:00Z,DEANE,,,,,,,,,,,,,Mathematical,,,,,,,,,,
180,1718-01-01T00:00:00Z,DEANE,,,,,,,,Broderers,,,,,,,,,,,,,,,
180,1718-01-01T00:00:00Z,DEANE,,,,,Engineer,,,,,,,,,,,,,,,,,,
181,1674-01-01T00:00:00Z,REINE,,,,,Grinder ,glass,,,,,,,,,,,,,,,,,
181,1674-01-01T00:00:00Z,REINE,,,,,Blower ,glass,,,,,,,,,,,,,,,,,
182,1751-01-01T00:00:00Z,GILBERT,,,,,,,,,,,,,Mathematical,,,,,,,,,,
182,1751-01-01T00:00:00Z,GILBERT,,,,,,,,,,,,,Philosophical,,,,,,,,,,
182,1751-01-01T00:00:00Z,GILBERT,,,,,,,,,,,,,Optical,,,,,,,,,,
182,1751-01-01T00:00:00Z,GILBERT,,,,,,,,,Optician,,,,,,,,,,,,,,
182,1751-01-01T00:00:00Z,GILBERT,,,,,,,,Grocers,,,,,,,,,,,,,,,
183,1823-01-01T00:00:00Z,GARDNER,,,,,,,,,,,,,Mathematical,,,,,,,,,,
183,1823-01-01T00:00:00Z,GARDNER,,,,,,,,,Optician,,,,,,,,,,,,,,
184,1776-01-01T00:00:00Z,GILBERT,,,,,,,,,,,,,Mathematical,,,,,,,,,,
184,1776-01-01T00:00:00Z,GILBERT,,,,,,,,,Optician,,,,,,,,,,,,,,
184,1776-01-01T00:00:00Z,GILBERT,,,,,,,,Grocers,,,,,,,,,,,,,,,
184,1776-01-01T00:00:00Z,GILBERT,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
185,1790-01-01T00:00:00Z,GILBERT & WRIGHT,,,,,,,,,Optician,,,,,,,,,,,,,,
186,1704-01-01T00:00:00Z,BRADLEY,,,,,,,,,,,,,Mathematical,,,,,,,,,,
186,1704-01-01T00:00:00Z,BRADLEY,,,,,,,,Grocers,,,,,,,,,,,,,,,
187,1707-01-01T00:00:00Z,COLLIER,,,,,,,,,,,,,Mathematical,,,,,,,,,,
187,1707-01-01T00:00:00Z,COLLIER,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
187,1707-01-01T00:00:00Z,COLLIER,,,,,,,,Goldsmiths,,,,,,,,,,,,,,,
188,1789-01-01T00:00:00Z,CARY,,,,,,,,,,,,,,,,,,,,Barometer,,,
188,1789-01-01T00:00:00Z,CARY,,,,,,,,,,,,,,,,,,,,Barometer,,,
188,1789-01-01T00:00:00Z,CARY,,,,,,,,,,,,,,,,,,,,Barometer,,,
188,1789-01-01T00:00:00Z,CARY,,,,,,,,,,,,,,,,,,,,Barometer,,,
188,1789-01-01T00:00:00Z,CARY,,,,,,,,,,,,,,,,,,,,Barometer,,,
188,1789-01-01T00:00:00Z,CARY,,,,,,,,,,,,,,,,,,,,Barometer,,,
188,1789-01-01T00:00:00Z,CARY,,,,,,,,,,,,,,,,,,,,Thermometer,,"1879 in dirs, from ",
188,1789-01-01T00:00:00Z,CARY,,,,,,,,,,,,,,,,,,,,Thermometer,,"1879 in dirs, from ",
188,1789-01-01T00:00:00Z,CARY,,,,,,,,,,,,,,,,,,,,Thermometer,,"1879 in dirs, from ",
188,1789-01-01T00:00:00Z,CARY,,,,,,,,,,,,,,,,,,,,Thermometer,,"1879 in dirs, from ",
188,1789-01-01T00:00:00Z,CARY,,,,,,,,,,,,,,,,,,,,Thermometer,,"1879 in dirs, from ",
188,1789-01-01T00:00:00Z,CARY,,,,,,,,,,,,,,,,,,,,Thermometer,,"1879 in dirs, from ",
188,1789-01-01T00:00:00Z,CARY,,,,,,,,,,,,,,,,,,,,Telescope,,,
188,1789-01-01T00:00:00Z,CARY,,,,,,,,,,,,,,,,,,,,Telescope,,,
188,1789-01-01T00:00:00Z,CARY,,,,,,,,,,,,,,,,,,,,Telescope,,,
188,1789-01-01T00:00:00Z,CARY,,,,,,,,,,,,,,,,,,,,Telescope,,,
188,1789-01-01T00:00:00Z,CARY,,,,,,,,,,,,,,,,,,,,Telescope,,,
188,1789-01-01T00:00:00Z,CARY,,,,,,,,,,,,,,,,,,,,Telescope,,,
188,1789-01-01T00:00:00Z,CARY,,,,,,,,,,,,,Nautical,,,,,,,,,,
188,1789-01-01T00:00:00Z,CARY,,,,,,,,,,,,,Philosophical,,,,,,,,,,
188,1789-01-01T00:00:00Z,CARY,,,,,,,,,,,,,Mathematical,,,,,,,,,,
188,1789-01-01T00:00:00Z,CARY,,,,,,,,,Optician,,,,,,,,,,,,,,
188,1789-01-01T00:00:00Z,CARY,,,,,Manufacturer,microscope,,,,,,,,,,,,,,,,,
189,1664-01-01T00:00:00Z,JOLE,,,,,,,,,,,,,Mathematical,,,,,,,,,,
189,1664-01-01T00:00:00Z,JOLE,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
189,1664-01-01T00:00:00Z,JOLE,,,,,,,,Stationers,,,,,,,,,,,,,,,
190,1791-01-01T00:00:00Z,INSHAW & RUSHTON,,,,,,,,,,,,,,,,,,,,Toy,,,
190,1791-01-01T00:00:00Z,INSHAW & RUSHTON,,,,,,,,,,,,,Mathematical,,,,,,,,,,
191,1667-01-01T00:00:00Z,WELLS,,,,,,,,,,,,,Mathematical,,,,,,,,,,
191,1667-01-01T00:00:00Z,WELLS,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
191,1667-01-01T00:00:00Z,WELLS,,,,,,,,Joiners,,,,,,,,,,,,,,,
192,1707-01-01T00:00:00Z,GLYNNE,,,,,,,,,,,,,,,,,Map,,,,,,
192,1707-01-01T00:00:00Z,GLYNNE,,,,,,,,,,,,,Mathematical,,,,,,,,,,
192,1707-01-01T00:00:00Z,GLYNNE,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
193,1669-01-01T00:00:00Z,BERRY,,,,,,,,,,,,,,,,,,,,Globe,,,
193,1669-01-01T00:00:00Z,BERRY,,,,,,,,,,,,,,,,,Book,,,,,,
193,1669-01-01T00:00:00Z,BERRY,,,,,,,,Weavers,,,,,,,,,,,,,,,
194,1682-01-01T00:00:00Z,LONGLAND,,,,,,,,,,,,,,,,,,,,Instrument,,,
194,1682-01-01T00:00:00Z,LONGLAND,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
195,1711-01-01T00:00:00Z,GAY,,,,,,,,,,,,,,,,,,,,Spectacle,,,
195,1711-01-01T00:00:00Z,GAY,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
196,1668-01-01T00:00:00Z,ADAMSON,,,,,,,,,,,,,Mathematical,,,,,,,,,,
197,1667-01-01T00:00:00Z,STARR,,,,,,,,,,,,,Mathematical,,,,,,,,,,
197,1667-01-01T00:00:00Z,STARR,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
197,1667-01-01T00:00:00Z,STARR,,,,,,,,Stationers,,,,,,,,,,,,,,,
198,1664-01-01T00:00:00Z,PRUJEAN,,,,,,,,,,,,,Mathematical,,,,,,,,,,
198,1664-01-01T00:00:00Z,PRUJEAN,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
200,1671-01-01T00:00:00Z,YARWELL,,,,,,,,,,,,,Optical,,,,,,,,,,
200,1671-01-01T00:00:00Z,YARWELL,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
201,1669-01-01T00:00:00Z,WINGFIELD,,,,,,,,,,,,,,,,,Instrument,,,,,,
201,1669-01-01T00:00:00Z,WINGFIELD,,,,,,,,,,,,,,,,,Book,,,,,,
203,1700-01-01T00:00:00Z,FOSTER,,,,,,,,,,,,,Mathematical,,,,,,,,,,
204,1671-01-01T00:00:00Z,QUARE,,,,,,,,,,,,,,,,,,,,Watch,,,
204,1671-01-01T00:00:00Z,QUARE,,,,,,,,,,,,,,,,,,,,Clock,,,
204,1671-01-01T00:00:00Z,QUARE,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
205,1663-01-01T00:00:00Z,HONE,,,,,,,,,,,,,Mathematical,,(in brass or wood),,,,,,,,
205,1663-01-01T00:00:00Z,HONE,,,,,,,,Broderers,,,,,,,,,,,,,,,
206,1682-01-01T00:00:00Z,FORSTER,,,,,,,,,,,,,Mathematical,,,,,,,,,,
206,1682-01-01T00:00:00Z,FORSTER,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
207,1713-01-01T00:00:00Z,GRAHAM,,,,,,,,,,,,,,,,,,,,Watch,,,
207,1713-01-01T00:00:00Z,GRAHAM,,,,,,,,,,,,,Mathematical,,,,,,,,,,
207,1713-01-01T00:00:00Z,GRAHAM,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
209,1672-01-01T00:00:00Z,THOMPSON,,,,,,,,,,,,,,,,,,,,Instrument,,,
209,1672-01-01T00:00:00Z,THOMPSON,,,,,Engineer,,,,,,,,,,,,,,,,,,
210,1673-01-01T00:00:00Z,KNIBB,,,,,,,,,,,,,,,,,,,,Clock,,,
210,1673-01-01T00:00:00Z,KNIBB,,,,,,,,Joiners,,,,,,,,,,,,,,,
211,1672-01-01T00:00:00Z,MELLING,,,,,Grinder ,lens,,,,,,,,,,,,,,,,,
214,1668-01-01T00:00:00Z,ABBOTT,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
215,1676-01-01T00:00:00Z,LEVER,,,,,Smith ,,,,,,,,,,,,,,,,,,
216,1680-01-01T00:00:00Z,WATSON,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
218,1697-01-01T00:00:00Z,PRICE,,,,,,,,,,,,,,,,,Map,,,,,,
218,1697-01-01T00:00:00Z,PRICE,,,,,,,,,,,,,,,,,Globe,,,,,,
218,1697-01-01T00:00:00Z,PRICE,,,,,,,,Merchant Taylors,,,,,,,,,,,,,,,
218,1697-01-01T00:00:00Z,PRICE,,,,,Engraver,,,,,,,,,,,,,,,,,,
219,1680-01-01T00:00:00Z,BAKER,,,,,,,,,,,,,,,,Not specified,,,,,,,
220,1675-01-01T00:00:00Z,SMITH,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
222,1657-01-01T00:00:00Z,REEVES,,,,,,,,Grocers,,,,,,,,,,,,,,,
223,1686-01-01T00:00:00Z,SELLER,,,,,,,,,,,,,,,,,,,,Compass,,,
223,1686-01-01T00:00:00Z,SELLER,,,,,,,,,,,,,,,,,,,,Compass,,,
223,1686-01-01T00:00:00Z,SELLER,,,,,,,,,,,,,,,,,Map,,,,,,
223,1686-01-01T00:00:00Z,SELLER,,,,,,,,,,,,,,,,,Instrument,,,,,,
223,1686-01-01T00:00:00Z,SELLER,,,,,,,,Stationers,,,,,,,,,,,,,,,
224,1677-01-01T00:00:00Z,HOOKE,,,,,,,,,,,,,,,,,,,,Compass,,,
226,1702-01-01T00:00:00Z,WILSON,,,,,,,,,,,,,Optical,,,,,,,,,,
227,1686-01-01T00:00:00Z,WARNER,,,,,,,,,,,,,Mathematical,,,,,,,,,,
227,1686-01-01T00:00:00Z,WARNER,,,,,,,,Clockmakers,,,,,,,,,,,,,,,
228,1708-01-01T00:00:00Z,ROLFE,,,,,,,,Dyers,,,,,,,,,,,,,,,
229,1686-01-01T00:00:00Z,LYDELL,,,,,,,,,,,,,,,,,,,,Compass,,,
230,1679-01-01T00:00:00Z,JENNER,,,,,,,,,,,,,Nautical,,,,,,,,,,
230,1679-01-01T00:00:00Z,JENNER,,,,,,,,,,,,,Mathematical,,,,,,,,,,
232,1685-01-01T00:00:00Z,MARSHALL,,,,,,,,,,,,,,,,,,,,Glass,optical,,
232,1685-01-01T00:00:00Z,MARSHALL,,,,,,,,,,,,,Optical,,,,,,,,,,
232,1685-01-01T00:00:00Z,MARSHALL,,,,,,,,Turners,,,,,,,,,,,,,,,
234,1703-01-01T00:00:00Z,ENGLAND,,,,,,,,,,,,,Mathematical,,,,,,,,,,
234,1703-01-01T00:00:00Z,ENGLAND,,,,,,,,Stationers,,,,,,,,,,,,,,,
235,1692-01-01T00:00:00Z,HAILS,,,,,,,,,,,,,,,,,,,,Spectacle,,,
235,1692-01-01T00:00:00Z,HAILS,,,,,,,,,,,,,Optical,,,,,,,,,,
235,1692-01-01T00:00:00Z,HAILS,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
236,1682-01-01T00:00:00Z,WORGAN,,,,,,,,,,,,,Mathematical,,,,,,,,,,
236,1682-01-01T00:00:00Z,WORGAN,,,,,,,,Grocers,,,,,,,,,,,,,,,
237,1712-01-01T00:00:00Z,HAUKSBEE,,,,,,,,,,,,,"Mathematical, Philosophical*",,,,,,,,,,
237,1712-01-01T00:00:00Z,HAUKSBEE,,,,,,,,Drapers,,,,,,,,,,,,,,,
239,1786-01-01T00:00:00Z,PARKER & SON,,,,,,,,,,,,,,,,,,,,Glass,,,
239,1786-01-01T00:00:00Z,PARKER & SON,,,,,,,,Goldsmiths,,,,,,,,,,,,,,,
240,1780-01-01T00:00:00Z,PARKER & CO.,,,,,,,,,,,,,,,,,,,,Glass,,,
241,1797-01-01T00:00:00Z,PARKER,,,,,,,,,,,,,,,,,,,,Glass,,,
241,1797-01-01T00:00:00Z,PARKER,,,,,,,,Goldsmiths,,,,,,,,,,,,,,,
243,1785-01-01T00:00:00Z,ANDERTON & CALLEY,,,,,,,,,,,,,,,,,,,,Button,,,
243,1785-01-01T00:00:00Z,ANDERTON & CALLEY,,,,,,,,,,,,,,,,,,,,Button,,,
243,1785-01-01T00:00:00Z,ANDERTON & CALLEY,,,,,,,,,,,,,,,,,,,,Toy,,,
243,1785-01-01T00:00:00Z,ANDERTON & CALLEY,,,,,,,,,,,,,,,,,,,,Toy,,,
243,1785-01-01T00:00:00Z,ANDERTON & CALLEY,,,,,,,,,,,,,Mathematical,,,,,,,,,,
243,1785-01-01T00:00:00Z,ANDERTON & CALLEY,,,,,Founder ,brass,,,,,,,,,,,,,,,,,
243,1785-01-01T00:00:00Z,ANDERTON & CALLEY,,,,,Factor,,,,,,,,,,,,,,,,,,
244,1713-01-01T00:00:00Z,JOHNSON,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
245,1766-01-01T00:00:00Z,SMITH,,,,,,,,,,,,,Mathematical,,,,,,,,,,
245,1766-01-01T00:00:00Z,SMITH,,,,,Printer,,,,,,,,,,,,,,,,,,
246,1774-01-01T00:00:00Z,MANN,,,,,,,,,,,,,Mathematical,,,,,,,,,,
247,1769-01-01T00:00:00Z,DRURY,,,,,,,,,,,,,Mathematical,,,,,,,,,,
248,1767-01-01T00:00:00Z,HOWARD,,,,,,,,,,,,,Mathematical,,,,,,,,,,
249,1696-01-01T00:00:00Z,ROSCOE,,,,,,,,,,,,,,,,,,,,Instrument,,,
249,1696-01-01T00:00:00Z,ROSCOE,,,,,,,,,,,,,,,,,,,,Clock,,,
250,1766-01-01T00:00:00Z,GRINDROD,,,,,,,,,,,,,Mathematical,,,,,,,,,,
