source,relationship,target
3557,TOOK_OVER_FROM,5508
1604,CHILD_OF,3557
5817,SEE_ALSO,7735
7735,SEE_ALSO,5817
3378,APPRENTICED_TO,2729
5590,APPRENTICED_TO,870
3557,APPRENTICED_TO,704
228,APPRENTICED_TO,5414
2722,SEE_ALSO,228
7738,SEE_ALSO,4648
7739,SEE_ALSO,897
9012,PARTNERSHIP,5820
9012,CHILD_OF,1598
9012,SIBLING_OF,1598
9012,SIBLING_OF,4648
3148,SEE_ALSO,5818
4648,SUCCEEDED__BY,4767
5818,SEE_ALSO,3148
5819,SEE_ALSO,5820
1598,PARENT_OF,9012
1598,SUCCEEDED__BY,4648
1598,WORKED_FOR,3282
1598,PARTNERSHIP,5820
5820,SEE_ALSO,5819
5820,SUCCEEDED__BY,909
453,SUCCEEDED__BY,1603
5779,SEE_ALSO,5777
5779,SEE_ALSO,5778
2257,SUCCEEDED__BY,4581
1603,SEE_ALSO,453
1603,SUCCEEDED__BY,2257
2258,SUCCEEDED__BY,4582
8886,SEE_ALSO,5822
2258,APPRENTICED_TO,1355
5822,TOOK_OVER_FROM,4582
5822,PARTNERSHIP,5825
4582,SEE_ALSO,5822
4582,TOOK_OVER_FROM,2258
4582,SEE_ALSO,5825
4582,SUCCEEDED__BY,8886
717,SEE_ALSO,249
249,HAD_APPRENTICE,1694
249,SEE_ALSO,717
5518,HAD_APPRENTICE,9520
5518,APPRENTICED_TO,2280
5518,CHILD_OF,3528
3528,SEE_ALSO,2091
3528,SEE_ALSO,2090
9145,PARTNERSHIP,529
7745,TOOK_OVER_FROM,5826
3150,SAME_PREMISES_AS,7744
3150,SUCCEEDED__BY,529
9145,PARTNERSHIP,3150
5826,SUCCEEDED__BY,7745
7744,SEE_ALSO,3150
7744,SEE_ALSO,529
7745,SUCCEEDED__BY,7746
5826,SEE_ALSO,3150
5826,SEE_ALSO,529
7746,TOOK_OVER_FROM,7745
529,SUCCEEDED__BY,7747
529,SEE_ALSO,9145
7747,SEE_ALSO,529
2259,EMPLOYED_BY,4257
2259,APPRENTICED_TO,2609
7748,SUCCEEDED__BY,7749
7748,WORKED_FOR,2259
2259,PARTNERSHIP,4583
2259,FATHER_IN_LAW_OF,4257
7748,TOOK_OVER_FROM,2259
7748,CHILD_OF,2259
4583,SUCCEEDED__BY,2259
7749,SUCCEEDED__BY,7751
7749,ASSOCIATED_WITH,4021
4583,TOOK_OVER_FROM,2259
7751,TOOK_OVER_FROM,7749
8815,TOOK_OVER_FROM,8784
9711,TOOK_OVER_FROM,9710
4584,SUCCEEDED__BY,9710
9711,CHILD_OF,9710
9710,TOOK_OVER_FROM,4584
9710,SUCCEEDED__BY,9711
9710,CHILD_OF,4584
9710,PARENT_OF,9711
9711,GRANDCHILD_OF,4584
4584,PARENT_OF,9710
3151,SEE_ALSO,4648
3151,SEE_ALSO,7738
7760,SUCCEEDED__BY,7759
7757,SEE_ALSO,7758
7759,TOOK_OVER_FROM,7760
7758,SEE_ALSO,7757
2976,SEE_ALSO,266
1314,SUCCEEDED__BY,5829
266,SEE_ALSO,2976
266,SUCCEEDED__BY,1369
1314,TOOK_OVER_FROM,1369
1314,SEE_ALSO,266
5829,TOOK_OVER_FROM,1314
266,SEE_ALSO,1314
1369,TOOK_OVER_FROM,266
1369,SUCCEEDED__BY,1314
3155,SEE_ALSO,3154
3154,SEE_ALSO,3155
4586,SEE_ALSO,4585
4585,SEE_ALSO,4586
4585,SUCCEEDED__BY,7765
3153,SEE_ALSO,3154
3153,SEE_ALSO,3155
286,ASSOCIATED_WITH,129
286,SUCCEEDED__BY,293
286,EMPLOYED_BY,293
286,EMPLOYED_BY,155
286,HAD_APPRENTICE,293
286,HAD_APPRENTICE,402
3154,SEE_ALSO,3153
3155,SEE_ALSO,4586
3155,SEE_ALSO,3153
7763,SUCCEEDED__BY,7763
7764,SEE_ALSO,5462
7765,TOOK_OVER_FROM,4585
7766,SEE_ALSO,4587
3001,TOOK_OVER_FROM,3000
3000,SUCCEEDED__BY,3001
3000,APPRENTICED_TO,2496
1592,SUCCEEDED__BY,5836
5838,SEE_ALSO,5837
8955,WORKED_FOR,749
1592,SEE_ALSO,5835
5837,SEE_ALSO,5838
726,APPRENTICED_TO,728
728,HAD_APPRENTICE,630
5528,CHILD_OF,726
1344,ASSOCIATED_WITH,5527
1344,ASSOCIATED_WITH,1353
1344,APPRENTICED_TO,726
728,UNKNOWN_RELATION,726
728,HAD_APPRENTICE,726
728,HAD_APPRENTICE,727
728,HAD_APPRENTICE,745
4391,CHILD_OF,1344
728,APPRENTICED_TO,377
728,HAD_APPRENTICE,582
1680,SEE_ALSO,1513
728,HAD_APPRENTICE,583
726,HAD_APPRENTICE,8625
726,HAD_APPRENTICE,5528
728,SUCCEEDED__BY,1920
726,HAD_APPRENTICE,1344
726,HAD_APPRENTICE,1353
728,HAD_APPRENTICE,596
5528,APPRENTICED_TO,726
5528,SIBLING_OF,1344
727,HAD_APPRENTICE,1125
727,APPRENTICED_TO,728
727,HAD_APPRENTICE,3227
1344,CHILD_OF,726
726,SEE_ALSO,5526
5526,SEE_ALSO,726
729,SEE_ALSO,728
1920,TOOK_OVER_FROM,728
4590,SEE_ALSO,8617
8617,SEE_ALSO,4590
4061,APPRENTICED_TO,2962
71,HAD_APPRENTICE,87
326,SEE_ALSO,3198
326,SEE_ALSO,1647
462,SEE_ALSO,1647
462,SEE_ALSO,1602
1602,SEE_ALSO,462
10581,SEE_ALSO,3702
10581,SEE_ALSO,462
7774,SUCCEEDED__BY,7775
5465,SEE_ALSO,7774
5839,SEE_ALSO,7774
7775,TOOK_OVER_FROM,7774
3817,SUCCEEDED__BY,905
905,TOOK_OVER_FROM,3817
3199,SEE_ALSO,1103
3199,SEE_ALSO,1149
3199,TOOK_OVER_FROM,1119
1710,SEE_ALSO,1103
1710,SEE_ALSO,1149
1149,SEE_ALSO,1710
1103,SEE_ALSO,1149
3199,SEE_ALSO,1710
1103,SEE_ALSO,3199
1103,SEE_ALSO,1710
1103,SEE_ALSO,1119
1103,ASSOCIATED_WITH,783
1710,SUCCEEDED__BY,1119
1710,SEE_ALSO,3199
1149,SUCCEEDED__BY,1710
1149,SEE_ALSO,1103
1149,SEE_ALSO,1149
1149,SEE_ALSO,1119
2488,UNKNOWN_RELATION,2489
2453,SIBLING_OF,2489
2453,PARENT_OF,2488
2489,SIBLING_OF,2453
2489,WORKED_FOR,2488
2488,WORKED_FOR,2489
2488,CHILD_OF,2453
2489,UNKNOWN_RELATION,2488
7778,SEE_ALSO,7777
1119,SUCCEEDED__BY,3199
1119,SEE_ALSO,1103
1119,SEE_ALSO,1149
1119,TOOK_OVER_FROM,1710
5840,SEE_ALSO,5839
5841,SEE_ALSO,9602
5846,TOOK_OVER_FROM,5847
9602,SEE_ALSO,5841
9373,SEE_ALSO,5776
2472,SPOUSE_OF,2474
3992,APPRENTICED_TO,2561
3990,SPOUSE_OF,2474
3992,PARTNERSHIP,2472
3990,SEE_ALSO,2473
9372,TOOK_OVER_FROM,5776
9373,SEE_ALSO,9372
3990,HAD_APPRENTICE,544
2474,SIBLING_OF,2473
3990,PARTNERSHIP,2472
5776,SUCCEEDED__BY,9372
2474,SPOUSE_OF,3990
2472,SEE_ALSO,2473
2473,SIBLING_OF,2474
2474,APPRENTICED_TO,1799
2473,APPRENTICED_TO,2457
9372,SEE_ALSO,9373
4475,SEE_ALSO,1140
9471,SUCCEEDED__BY,2865
9471,TOOK_OVER_FROM,2865
327,APPRENTICED_TO,276
2780,CHILD_OF,5852
3202,SEE_ALSO,5852
1182,SEE_ALSO,3202
378,SEE_ALSO,979
378,SEE_ALSO,380
378,SEE_ALSO,733
380,CHILD_OF,1316
855,SUCCEEDED__BY,733
979,SEE_ALSO,733
979,SEE_ALSO,378
3993,HAD_APPRENTICE,2980
3993,HAD_APPRENTICE,3983
855,HAD_APPRENTICE,5852
855,HAD_APPRENTICE,2728
5852,APPRENTICED_TO,855
733,TOOK_OVER_FROM,367
733,HAD_APPRENTICE,760
733,HAD_APPRENTICE,691
3993,HAD_APPRENTICE,3963
1316,PARENT_OF,380
2780,APPRENTICED_TO,855
2924,HAD_APPRENTICE,2916
2924,HAD_APPRENTICE,4478
3484,ASSOCIATED_WITH,4435
3484,ASSOCIATED_WITH,4436
3460,HAD_APPRENTICE,4000
3460,HAD_APPRENTICE,3445
3460,APPRENTICED_TO,1727
5367,HAD_APPRENTICE,5368
5367,APPRENTICED_TO,172
344,EMPLOYED_BY,438
5,HAD_APPRENTICE,344
344,APPRENTICED_TO,5
344,EMPLOYED_BY,3830
344,CHILD_OF,5
5,PARENT_OF,344
5,APPRENTICED_TO,147
5,HAD_APPRENTICE,334
5,HAD_APPRENTICE,1370
5,HAD_APPRENTICE,722
3362,SEE_ALSO,346
3362,SEE_ALSO,1376
3362,SEE_ALSO,397
4039,APPRENTICED_TO,175
4039,PARENT_OF,346
346,APPRENTICED_TO,273
346,TOOK_OVER_FROM,1376
397,CHILD_OF,1921
397,APPRENTICED_TO,1076
397,TOOK_OVER_FROM,1921
397,SEE_ALSO,3362
397,SEE_ALSO,1376
397,SEE_ALSO,346
1921,SEE_ALSO,7797
1376,SUCCEEDED__BY,346
3362,SEE_ALSO,1921
7798,TOOK_OVER_FROM,5854
7799,TOOK_OVER_FROM,7798
5858,SEE_ALSO,1922
1922,APPRENTICED_TO,1348
1922,TOOK_OVER_FROM,1464
7802,SEE_ALSO,7801
5857,APPRENTICED_TO,1606
5857,CHILD_OF,5856
5856,PARENT_OF,5857
8956,WORKED_FOR,749
8956,APPRENTICED_TO,377
2475,APPRENTICED_TO,2469
2475,SUCCEEDED__BY,2476
2475,SEE_ALSO,5859
2476,TOOK_OVER_FROM,2475
2476,SUCCEEDED__BY,5859
1300,ASSOCIATED_WITH,857
7807,SEE_ALSO,9523
2239,SEE_ALSO,1923
2239,SEE_ALSO,3185
9523,SEE_ALSO,7808
315,ASSOCIATED_WITH,402
315,HAD_APPRENTICE,1300
315,HAD_APPRENTICE,271
315,APPRENTICED_TO,1224
315,ASSOCIATED_WITH,702
1923,APPRENTICED_TO,1572
1923,SEE_ALSO,3185
1923,SEE_ALSO,2239
315,APPRENTICED_TO,286
1300,ASSOCIATED_WITH,1319
4334,SEE_ALSO,4372
9181,SEE_ALSO,9182
7809,SEE_ALSO,7810
7810,SEE_ALSO,7809
5591,APPRENTICED_TO,1084
734,HAD_APPRENTICE,325
734,TOOK_OVER_FROM,37
734,HAD_APPRENTICE,2543
734,APPRENTICED_TO,37
734,SUCCEEDED__BY,325
734,HAD_APPRENTICE,2545
4296,APPRENTICED_TO,4297
4058,APPRENTICED_TO,2321
7811,SAME_PREMISES_AS,8093
7813,SEE_ALSO,9431
7814,SEE_ALSO,5647
284,APPRENTICED_TO,140
284,ASSOCIATED_WITH,218
2987,TOOK_OVER_FROM,140
284,CHILD_OF,140
2987,SPOUSE_OF,140
140,HAD_APPRENTICE,284
284,SIBLING_OF,140
140,PARENT_OF,284
140,PARENT_OF,223
140,HAD_APPRENTICE,685
140,HAD_APPRENTICE,223
223,CHILD_OF,140
223,SIBLING_OF,284
223,APPRENTICED_TO,140
284,TOOK_OVER_FROM,140
285,ASSOCIATED_WITH,192
285,ASSOCIATED_WITH,295
296,SPOUSE_OF,295
295,ASSOCIATED_WITH,192
295,SPOUSE_OF,296
295,APPRENTICED_TO,6576
295,SUCCEEDED__BY,296
295,ASSOCIATED_WITH,304
295,ASSOCIATED_WITH,396
296,TOOK_OVER_FROM,295
297,SEE_ALSO,295
2863,SEE_ALSO,5864
9360,TOOK_OVER_FROM,5864
7816,SEE_ALSO,2863
7815,SEE_ALSO,7816
5864,SEE_ALSO,7816
5864,SEE_ALSO,9360
9360,SUCCEEDED__BY,5864
7815,TOOK_OVER_FROM,5864
3076,APPRENTICED_TO,753
2477,HAD_APPRENTICE,2599
2477,APPRENTICED_TO,2469
2477,APPRENTICED_TO,2597
7817,SEE_ALSO,3753
2478,SUCCEEDED__BY,2599
2478,TOOK_OVER_FROM,2477
2478,SEE_ALSO,9564
9174,SIBLING_OF,3753
3753,SIBLING_OF,9174
3753,CHILD_OF,5865
5865,SEE_ALSO,3777
5865,EMPLOYED_BY,9174
5865,EMPLOYED_BY,3753
5865,PARENT_OF,9174
7818,SEE_ALSO,5865
9174,CHILD_OF,5865
2261,SEE_ALSO,2037
7820,SEE_ALSO,9295
9658,TOOK_OVER_FROM,9295
2263,SEE_ALSO,5866
7820,SEE_ALSO,5866
2479,SEE_ALSO,5371
336,ASSOCIATED_WITH,526
336,ASSOCIATED_WITH,200
3396,SEE_ALSO,56
7825,CHILD_OF,7823
7824,SUCCEEDED__BY,7822
7823,PARENT_OF,7825
7825,SUCCEEDED__BY,7827
7823,SEE_ALSO,7827
7824,SEE_ALSO,7827
7825,PARTNERSHIP,7827
7823,TOOK_OVER_FROM,7824
7823,SEE_ALSO,7828
3205,SUCCEEDED__BY,7824
7825,SEE_ALSO,3205
7823,SUCCEEDED__BY,7825
7829,SEE_ALSO,3206
7827,TOOK_OVER_FROM,7825
7827,SUCCEEDED__BY,7825
7828,SEE_ALSO,3205
7828,SEE_ALSO,7827
7828,TOOK_OVER_FROM,7825
7830,TOOK_OVER_FROM,10197
10197,SUCCEEDED__BY,7830
2369,ASSOCIATED_WITH,2370
977,WORKED_FOR,207
3461,TOOK_OVER_FROM,3423
3461,APPRENTICED_TO,3423
2264,SUCCEEDED__BY,5868
8960,CHILD_OF,5869
8961,PARTNERSHIP,8962
5869,SUCCEEDED__BY,8962
5869,PARENT_OF,7833
5869,PARENT_OF,8960
5869,PARENT_OF,8961
8960,SIBLING_OF,8961
8961,CHILD_OF,5869
8961,SIBLING_OF,8960
9688,TOOK_OVER_FROM,7832
8962,SUCCEEDED__BY,8961
8962,PARTNERSHIP,8961
8962,SEE_ALSO,8960
8962,TOOK_OVER_FROM,5869
8962,OWNED_BY,8961
2377,HAD_APPRENTICE,2558
7836,SEE_ALSO,7835
7835,SEE_ALSO,7836
10582,SPOUSE_OF,889
889,SUCCEEDED__BY,10582
10582,TOOK_OVER_FROM,889
7837,ASSOCIATED_WITH,4251
10267,SEE_ALSO,8735
8735,SEE_ALSO,10267
506,SUCCEEDED__BY,932
395,ASSOCIATED_WITH,169
395,ASSOCIATED_WITH,207
395,ASSOCIATED_WITH,357
395,SIBLING_OF,506
506,SIBLING_OF,395
7839,TOOK_OVER_FROM,7992
7841,SUCCEEDED__BY,7842
3463,CHILD_OF,3462
3462,HAD_APPRENTICE,3946
3462,PARENT_OF,3463
5873,SUCCEEDED__BY,9453
9453,TOOK_OVER_FROM,5873
738,HAD_APPRENTICE,47
737,APPRENTICED_TO,738
738,SUCCEEDED__BY,737
737,TOOK_OVER_FROM,738
737,WORKED_FOR,738
737,CHILD_OF,738
738,EMPLOYED_BY,47
738,HAD_APPRENTICE,737
738,HAD_APPRENTICE,1356
738,PARENT_OF,737
5880,TOOK_OVER_FROM,3072
3072,SUCCEEDED__BY,5880
3567,APPRENTICED_TO,741
9705,SEE_ALSO,4311
4311,SEE_ALSO,9705
10532,ASSOCIATED_WITH,4916
10531,COUSIN_OF,10532
10532,PARENT_OF,10531
7844,SUCCEEDED__BY,10533
9728,EMPLOYED_BY,10532
1926,APPRENTICED_TO,674
1926,WORKED_FOR,674
10335,WORKED_FOR,5788
1280,ASSOCIATED_WITH,1278
7846,SEE_ALSO,7847
7846,SEE_ALSO,7848
7851,SEE_ALSO,6731
5499,SIBLING_OF,5564
5500,APPRENTICED_TO,5499
5500,WORKED_FOR,2266
9291,APPRENTICED_TO,2266
2266,SUCCEEDED__BY,9291
2266,EMPLOYED_BY,5500
5499,HAD_APPRENTICE,5500
2266,HAD_APPRENTICE,9291
2266,HAD_APPRENTICE,4408
2266,HAD_APPRENTICE,5610
2266,HAD_APPRENTICE,4409
740,SEE_ALSO,5499
740,TOOK_OVER_FROM,724
740,SUCCEEDED__BY,5563
740,CHILD_OF,724
505,PARENT_OF,724
5564,WORKED_FOR,2266
5499,PARENT_OF,5500
5499,CHILD_OF,724
5499,SIBLING_OF,4408
5499,SIBLING_OF,5563
9291,CHILD_OF,2266
5499,SIBLING_OF,2266
5499,PARTNERSHIP,740
5500,NEPHEW_NIECE_OF,2266
5564,SIBLING_OF,5563
5564,SIBLING_OF,5499
5500,CHILD_OF,5499
724,PARENT_OF,5563
724,PARENT_OF,5499
2266,CHILD_OF,724
724,PARENT_OF,2266
724,CHILD_OF,505
724,HAD_APPRENTICE,2266
724,SUCCEEDED__BY,740
724,SUCCEEDED__BY,8672
4408,CHILD_OF,724
4408,APPRENTICED_TO,2266
9291,PARTNERSHIP,9291
5563,CHILD_OF,724
5563,SIBLING_OF,4408
5563,SIBLING_OF,2266
5563,PARTNERSHIP,740
5563,APPRENTICED_TO,5499
5563,TOOK_OVER_FROM,740
5564,CHILD_OF,724
5499,HAD_APPRENTICE,5563
8672,TOOK_OVER_FROM,724
435,HAD_APPRENTICE,2542
1927,SUCCEEDED__BY,1045
435,SEE_ALSO,1045
435,SEE_ALSO,1927
1927,PARENT_OF,1045
1927,HAD_APPRENTICE,1871
1045,SEE_ALSO,1302
1045,TOOK_OVER_FROM,1927
1045,CHILD_OF,1927
1927,SEE_ALSO,435
1045,SEE_ALSO,435
1927,SEE_ALSO,1302
435,APPRENTICED_TO,37
1028,SEE_ALSO,3814
3371,HAD_APPRENTICE,3386
5302,APPRENTICED_TO,2482
3816,SUCCEEDED__BY,3815
1352,APPRENTICED_TO,582
1352,SEE_ALSO,2267
9087,SEE_ALSO,3209
7854,TOOK_OVER_FROM,5881
7855,SEE_ALSO,9086
7855,SEE_ALSO,3209
3815,TOOK_OVER_FROM,3816
3914,SUCCEEDED__BY,3913
3914,TOOK_OVER_FROM,3913
5877,SEE_ALSO,2266
2267,SEE_ALSO,1352
7859,SEE_ALSO,7860
7860,SEE_ALSO,7859
7862,SUCCEEDED__BY,7864
7864,TOOK_OVER_FROM,7862
741,EMPLOYED_BY,430
312,WORKED_FOR,207
312,EMPLOYED_BY,519
312,SUCCEEDED__BY,741
312,ASSOCIATED_WITH,174
312,ASSOCIATED_WITH,545
312,ASSOCIATED_WITH,518
741,CHILD_OF,312
741,HAD_APPRENTICE,3567
741,WORKED_FOR,312
312,PARENT_OF,741
741,TOOK_OVER_FROM,312
312,HAD_APPRENTICE,4637
8984,SEE_ALSO,3066
2480,SEE_ALSO,5432
2480,APPRENTICED_TO,2592
5432,SEE_ALSO,2480
8377,ASSOCIATED_WITH,8370
7870,SEE_ALSO,7871
2850,APPRENTICED_TO,2557
7874,TOOK_OVER_FROM,5882
5882,SUCCEEDED__BY,7874
5883,SEE_ALSO,5885
5884,SUCCEEDED__BY,5883
5885,SEE_ALSO,5883
7875,SEE_ALSO,5885
7875,SEE_ALSO,5883
5885,SEE_ALSO,7875
5883,SUCCEEDED__BY,7876
5883,SEE_ALSO,5884
10457,TOOK_OVER_FROM,7876
7876,TOOK_OVER_FROM,5883
526,ASSOCIATED_WITH,355
526,ASSOCIATED_WITH,3482
3994,CHILD_OF,3464
3994,APPRENTICED_TO,2572
3464,WORKED_FOR,2556
3464,APPRENTICED_TO,2363
1689,TOOK_OVER_FROM,1688
3211,SEE_ALSO,3212
1860,APPRENTICED_TO,2928
1686,ASSOCIATED_WITH,403
1104,SEE_ALSO,3212
1104,SEE_ALSO,3211
1104,TOOK_OVER_FROM,924
2914,EMPLOYED_BY,761
1044,SEE_ALSO,3524
3212,SEE_ALSO,3211
3212,SEE_ALSO,1104
4437,ASSOCIATED_WITH,733
4437,SEE_ALSO,4438
5892,SEE_ALSO,7890
743,WORKED_FOR,3482
5892,SUCCEEDED__BY,7885
5888,SEE_ALSO,5887
5887,SAME_PREMISES_AS,2285
5887,SEE_ALSO,5888
3918,SUCCEEDED__BY,3919
4437,SEE_ALSO,3363
10358,SEE_ALSO,9620
10358,TOOK_OVER_FROM,10290
10290,TOOK_OVER_FROM,9620
3754,ASSOCIATED_WITH,933
10290,SUCCEEDED__BY,10358
2269,SEE_ALSO,2270
2725,APPRENTICED_TO,2797
2725,SEE_ALSO,2858
2269,SEE_ALSO,677
2269,TOOK_OVER_FROM,677
2269,SUCCEEDED__BY,7879
2858,HAD_APPRENTICE,3499
2862,WORKED_FOR,339
2914,CHILD_OF,4437
7890,SUCCEEDED__BY,7897
2914,PARTNERSHIP,10561
2914,APPRENTICED_TO,5633
2914,HAD_APPRENTICE,5592
2914,ASSOCIATED_WITH,566
2914,ASSOCIATED_WITH,3518
2914,ASSOCIATED_WITH,795
2914,ASSOCIATED_WITH,2085
10132,SUCCEEDED__BY,10325
10116,CHILD_OF,10000
10065,SUCCEEDED__BY,10066
8637,ASSOCIATED_WITH,8632
5631,WORKED_FOR,768
10000,PARENT_OF,10116
5532,ASSOCIATED_WITH,5524
5532,HAD_APPRENTICE,9532
5532,APPRENTICED_TO,582
7882,TOOK_OVER_FROM,3465
7885,SUCCEEDED__BY,7890
7885,TOOK_OVER_FROM,2858
7885,SEE_ALSO,7897
7890,TOOK_OVER_FROM,7885
7890,SEE_ALSO,5892
7892,SUCCEEDED__BY,7900
7892,TOOK_OVER_FROM,2270
9620,SEE_ALSO,10358
3363,TOOK_OVER_FROM,4438
3524,SEE_ALSO,2858
3524,SEE_ALSO,1044
12,APPRENTICED_TO,438
394,TOOK_OVER_FROM,232
394,APPRENTICED_TO,232
1688,TOOK_OVER_FROM,245
1688,SUCCEEDED__BY,1689
1686,TOOK_OVER_FROM,1689
1686,SUCCEEDED__BY,1687
1685,SEE_ALSO,1687
1685,PARTNERSHIP,1689
1685,CHILD_OF,245
305,HAD_APPRENTICE,1034
305,APPRENTICED_TO,162
3465,HAD_APPRENTICE,3437
3465,HAD_APPRENTICE,7867
3466,APPRENTICED_TO,2592
3466,HAD_APPRENTICE,3457
4282,ASSOCIATED_WITH,4619
3466,SEE_ALSO,7898
245,PARENT_OF,1685
245,PARENT_OF,10116
245,SPOUSE_OF,1688
245,SUCCEEDED__BY,1688
4308,EMPLOYED_BY,4409
4283,SUCCEEDED__BY,4245
10325,TOOK_OVER_FROM,9514
7897,TOOK_OVER_FROM,5891
10325,PARTNERSHIP,10321
7898,SEE_ALSO,3466
7898,SUCCEEDED__BY,9514
10066,TOOK_OVER_FROM,10065
3755,EMPLOYED_BY,3763
3755,SEE_ALSO,10182
3755,SUCCEEDED__BY,6805
3755,TOOK_OVER_FROM,3133
2270,SEE_ALSO,2269
9959,TOOK_OVER_FROM,7892
9959,SUCCEEDED__BY,7900
7900,SEE_ALSO,7892
7900,TOOK_OVER_FROM,9959
2270,SUCCEEDED__BY,7892
7899,SEE_ALSO,5887
10419,TOOK_OVER_FROM,10349
324,APPRENTICED_TO,2402
1931,HAD_APPRENTICE,3418
324,SUCCEEDED__BY,2565
836,TOOK_OVER_FROM,547
1931,SUCCEEDED__BY,547
324,HAD_APPRENTICE,3096
324,HAD_APPRENTICE,2401
324,HAD_APPRENTICE,1739
1930,SUCCEEDED__BY,1931
9336,ASSOCIATED_WITH,9330
9336,ASSOCIATED_WITH,9329
9336,ASSOCIATED_WITH,9327
7904,SAME_PREMISES_AS,6512
7906,SEE_ALSO,5895
5895,TOOK_OVER_FROM,4208
7907,SAME_PREMISES_AS,4223
7908,SUCCEEDED__BY,4223
7909,TOOK_OVER_FROM,4223
3214,SEE_ALSO,3216
3218,SEE_ALSO,3217
3213,SEE_ALSO,3215
7918,CHILD_OF,3214
7918,ASSOCIATED_WITH,3214
3213,SEE_ALSO,3214
3218,SEE_ALSO,3214
3217,SEE_ALSO,3215
3213,SEE_ALSO,3216
3215,SEE_ALSO,3218
3213,SEE_ALSO,3217
3214,PARENT_OF,7918
3214,SEE_ALSO,3215
3218,SEE_ALSO,3215
3216,SEE_ALSO,3215
3214,SEE_ALSO,3217
3218,SEE_ALSO,9298
3217,SEE_ALSO,3218
3217,SEE_ALSO,3216
3214,SEE_ALSO,3218
3217,SEE_ALSO,3214
3214,ASSOCIATED_WITH,7918
3215,SEE_ALSO,3214
3215,SEE_ALSO,3216
3215,SEE_ALSO,3217
3216,SEE_ALSO,3218
9298,PARTNERSHIP,3218
3216,SEE_ALSO,3217
3216,SEE_ALSO,3214
5568,SEE_ALSO,5567
5567,SEE_ALSO,909
5567,SUCCEEDED__BY,4815
9515,TOOK_OVER_FROM,7920
909,SEE_ALSO,910
909,ASSOCIATED_WITH,3654
9621,TOOK_OVER_FROM,909
450,SEE_ALSO,5568
450,SEE_ALSO,910
2482,HAD_APPRENTICE,2481
2482,SUCCEEDED__BY,2481
2481,SEE_ALSO,2484
2481,SEE_ALSO,2380
2380,SEE_ALSO,2482
2481,PARENT_OF,4633
2482,HAD_APPRENTICE,2150
2481,CHILD_OF,2482
2380,SEE_ALSO,2481
2482,HAD_APPRENTICE,1839
2482,APPRENTICED_TO,2457
2482,HAD_APPRENTICE,2464
2482,HAD_APPRENTICE,4570
4633,CHILD_OF,2481
2482,PARENT_OF,2481
2481,TOOK_OVER_FROM,2482
2481,APPRENTICED_TO,2482
2483,TOOK_OVER_FROM,2481
2483,SUCCEEDED__BY,2484
2484,SEE_ALSO,2481
5900,TOOK_OVER_FROM,2484
5900,SUCCEEDED__BY,3467
1645,SEE_ALSO,866
1646,SEE_ALSO,1645
866,SEE_ALSO,1646
1645,SEE_ALSO,1646
866,SEE_ALSO,1645
9960,SUCCEEDED__BY,9961
5345,TOOK_OVER_FROM,2861
9961,TOOK_OVER_FROM,9960
10084,TOOK_OVER_FROM,5901
7923,TOOK_OVER_FROM,5901
10084,SUCCEEDED__BY,7923
5541,SEE_ALSO,1180
1180,SEE_ALSO,1181
5541,SUCCEEDED__BY,1563
1564,TOOK_OVER_FROM,1180
1564,SUCCEEDED__BY,5541
1563,ASSOCIATED_WITH,566
1563,SEE_ALSO,5541
2272,APPRENTICED_TO,1487
5903,CHILD_OF,5524
745,ASSOCIATED_WITH,630
5593,TOOK_OVER_FROM,869
869,EMPLOYED_BY,5594
9375,SIBLING_OF,5903
9375,CHILD_OF,5524
5593,HAD_APPRENTICE,1310
5524,APPRENTICED_TO,5532
5524,APPRENTICED_TO,583
5524,PARENT_OF,5903
5524,PARENT_OF,9375
1448,HAD_APPRENTICE,1449
3756,ASSOCIATED_WITH,3654
7926,SEE_ALSO,9375
9375,SEE_ALSO,5903
745,ASSOCIATED_WITH,582
5524,HAD_APPRENTICE,5903
745,HAD_APPRENTICE,1343
745,HAD_APPRENTICE,5476
3504,SUCCEEDED__BY,7930
745,HAD_APPRENTICE,6927
745,APPRENTICED_TO,728
5903,APPRENTICED_TO,5524
745,UNCLE_AUNT_OF,5524
5594,WORKED_FOR,869
5903,SEE_ALSO,5904
5904,SEE_ALSO,5903
5594,CHILD_OF,869
4390,NEPHEW_NIECE_OF,745
5524,NEPHEW_NIECE_OF,745
5593,SPOUSE_OF,869
1932,PARTNERSHIP,745
476,SUCCEEDED__BY,6317
476,ASSOCIATED_WITH,4252
476,ASSOCIATED_WITH,2018
476,ASSOCIATED_WITH,474
476,EMPLOYED_BY,2776
475,ASSOCIATED_WITH,2540
3565,SEE_ALSO,3579
1179,SEE_ALSO,37
3579,SEE_ALSO,3565
747,SEE_ALSO,1179
747,SEE_ALSO,5775
2736,APPRENTICED_TO,5597
7934,SEE_ALSO,8483
426,SEE_ALSO,425
426,TOOK_OVER_FROM,427
425,SEE_ALSO,426
9762,SUPPLIED_TO,9745
9762,SUPPLIED_TO,9761
2273,SEE_ALSO,7937
7936,SEE_ALSO,7937
7936,SEE_ALSO,2273
2273,CHILD_OF,7937
2273,ASSOCIATED_WITH,1128
7938,SEE_ALSO,8586
3757,ASSOCIATED_WITH,768
3757,SPOUSE_OF,9044
971,SEE_ALSO,2276
2274,SEE_ALSO,2276
