id,other_trades,other_trades_parenth,role_primary,relation_to,guild_memberships,seller_descriptions,maker_descriptions,material,qualifier_im,seller_trades,seller_trades_parenth,maker_trades,maker_trade_parentheses_1,maker_qualifier
5877,,,,,,,Philosophical,,,,,,,
5877,,,,,,,Optical,,,,,,,
5878,,,,,,,,,,,,,,
5880,,,,,,,Mathematical,,,,,,,
5880,,,Manufacturer,tape (measuring),,,,,,,,,,
5881,,,,,,,Chemical,,,,,,,
5882,,,,,,,Philosophical,,,,,,,
5882,,,,,,,Mathematical,,,,,,,
5882,,,,,,,,,,,,,,
5883,,,,,,,,,,,,Scale,Mathematical ,
5883,,,,,,,,,,,,Scale,Mathematical ,
5883,,,,,,,,,,,,Rule,,
5883,,,,,,,,,,,,Rule,,
5883,,,,,,,Drawing,,,,,,,
5883,,,,,,,Mathematical,,,,,,,
5883,,,Wholesaler,,,,,,,,,,,
5884,,,,,,,,,,,,Rule,,
5885,,,,,,,,,,,,Scale,Mathematical ,
5885,,,,,,,,,,,,Rule,,
5885,,,,,,,Mathematical,,,,,,,
5886,,,,,,,,,,,,,,
5887,,,,,,,Mathematical,,,,,,,
5888,,,,,,,Mathematical,,,,,,,
5889,,,,,,,,,,,,,,
5890,,,,,,,,,,,,Rule,,
5891,,,,,,,Mathematical,,,,,,,
5891,,,,,,,,,,,,,,
5892,,,,,,,Chemical,,,,,,,
5892,,,Potter ,brown stone,,,,,,,,,,
5893,,,,,,,Astronomical,,,,,,,
5894,,,,,,,Mathematical,,,,,,,
5894,,,,,,,,,,,,,,
5895,,,,,,,,,,,,Looking glass,,
5895,,,,,,,,,,,,Looking glass,,
5895,,,,,,,Mathematical,,,,,,,
5895,,,,,,,,,,,,,,
5896,,,Jeweller,,,,,,,,,,,
5897,,,,,,,,,,,,,,
5898,,,,,,,,,,,,Spectacle,,
5898,,,,,,,,,,,,Spectacle,,
5898,,,,,,,,,,,,,,
5899,,,,,,,,,,,,Case,watch,
5899,,,,,,,,,,,,Case,watch,
5899,,,,,,,,,,,,,,
5899,,,Dealer ,watch (materials),,,,,,,,,,
5900,,,,,,,,,,,,Scale,,
5901,,,,,,,,,,,,Compass,mariners',
5901,,,,,,,,,,,,Compass,mariners',
5901,,,,,,,,,,,,Binnacle,,
5901,,,,,,,,,,,,Binnacle,,
5901,,,,,,,Nautical,,,,,,,
5901,,,,,,,Mathematical,,,,,,,
5902,,,,,,,,,,,,Spermacetti Candle,,
5902,,,,,,,,,,,,Spermacetti Candle,,
5902,,,,,,,,,,,,,,
5903,,,,,,,Mathematical,,,,,,,
5903,,,,,Grocers,,,,,,,,,
5904,,,,,,,,,,,,,,
5904,,,,,Grocers,,,,,,,,,
5905,,,,,,,,,,,,Apparatus,photographic,
5905,,,,,,,,,,,,Apparatus,daguerreotype,
5905,,,,,,,Mathematical,,,,,,,
5906,,,,,,,,,,,,Thermometer,,
5906,,,,,,,,,,,,Barometer,,
5907,,,,,,,Nautical,,,,,,,
5907,,,,,,,Mathematical,,,,,,,
5907,,,,,,,,,,,,,,
5908,,,,,,,Mathematical,,,,,,,
5909,,,,,,,Chemical,,,,,,,
5909,,,Engineer,gas,,,,,,,,,,
5909,,,Founder ,brass,,,,,,,,,,
5910,,,,,,,,,,,,Water Filter,,
5910,,,,,,,,,,,,Apparatus,chemical,
5910,,,Potter ,brown stone,,,,,,,,,,
5911,,,,,,,,,,,,Globe,,
5912,,,,,,,,,,,,Compass,,
5912,,,,,,,,,,,,Compass,,
5912,,,Brazier,,,,,,,,,,,
5913,,,,,,,,,,,,,,
5914,,,,,,Mathematical,,,,,,,,
5915,,,,,,,,,,,,,,
5916,,,,,,,Mathematical,,,,,,,
5917,,,,,,,Mathematical,,,,,,,
5918,,,,,,,Mathematical,,,,,,,
5919,,,,,,,Mathematical,,,,,,,
5920,,,,,,,Mathematical,,,,,,,
5921,,,,,,,Optical,,,,,,,
5921,,,,,,,Mathematical,,,,,,,
5921,,,,,,Mathematical,,,,,,,,
5921,,,Salesman,,,,,,,,,,,
5922,,,,,,,Philosophical,,,,,,,
5922,,,,,,,Mathematical,,,,,,,
5922,,,,,,,,,,,,,,
5923,,,,,,,,,,,,Looking glass,,
5923,,,,,,,,,,,,Thermometer,,
5923,,,,,,,,,,,,Barometer,,
5924,,,,,,,,,,,,,,
5925,,,,,,,,,,,,,,
5926,,,,,,,,,,,,Spectacle,,
5926,,,,,,,,,,,,Spectacle,,
5926,,,,,,,,,,,,,,
5927,,,,,,,Optical,,,,,,,
5927,,,,,,,Mathematical,,,,,,,
5928,,,,,,,Optical,,,,,,,
5928,,,,,,,Mathematical,,,,,,,
5929,,,,,,,,,,,,Instrument,,
5930,,,,,,,,,,,,Barometer,,
5931,,,,,,,,,,,,Barometer,,
5932,,,,,,,Mathematical,,,,,,,
5932,,,,,Grocers,,,,,,,,,
5933,,,,,,,Mathematical,,,,,,,
5934,,,,,,,Mathematical,,,,,,,
5935,,,Goldsmith,golds,,,,,,,,,,
5936,,,,,,,,,,,,Watch,,
5936,,,,,,,,,,,,Watch,,
5936,,,,,,,,,,,,Watch,,
5936,,,,,,,,,,,,Watch,,
5936,,,,,,,,,,,,,,
5936,,,Smith ,gold,,,,,,,,,,
5936,,,Smith ,silver,,,,,,,,,,
5937,,,,,,,,,,,,Watch,,
5937,,,,,,,,,,,,Watch,,
5937,,,,,,,,,,,,Watch,,
5937,,,,,,,,,,,,Watch,,
5937,,,,,,,,,,,,,,
5937,,,Smith ,gold,,,,,,,,,,
5937,,,Smith ,silver,,,,,,,,,,
5938,,,,,,,,,,,,Telescope,,
5938,,,,,,,,,,,,Telescope,,
5938,,,,,,,,,,,,,,
5939,,,,,,,Philosophical,,,,,,,
5939,,,,,,,Mathematical,,,,,,,
5940,,,,,,,Mathematical,,,,,,,
5941,,,,,,,,,,,,Scale,,
5942,,,,,,,,,,,,Apparatus,chemical,
5943,,,,,,,,,,,,,,
5944,,,,,,,Mathematical,,,,,,,
5945,,,,,,,,,,,,,,
5946,,,,,,,,,,,,Spectacle,,
5947,,,,,,,,,,,,Pincer,,
5947,,,,,,,,,,,,Compass,,
5948,,,,,,,,,,,,Toy,steel (heavy),
5948,,,,,,,,,,,,Pincer,,
5948,,,,,,,,,,,,Compass,,
5949,,,,,,,,,,,,Watch,,
5950,,,Brazier,,,,,,,,,,,
5950,,,Manufacturer,compass (mariners),,,,,,,,,,
5951,,,,,,,Philosophical,,,,,,,
5952,,,,,,,,,,,,Clock,,
5952,,,,,Clockmakers,,,,,,,,,
5953,,,,,,,,,,,,Spectacle,,
5953,,,,,,,,,,,,Spectacle,,
5953,,,,,,,,,,,,,,
5954,,,,,,,,,,,,Microscope,,
5954,,,,,,,,,,,,Microscope,,
5954,,,,,,,,,,,,,,
5954,,,Dealer ,microscope,,,,,,,,,,
5955,,,,,,,,,,,,Clock,,
5955,,,,,,,,,,,,Clock,,
5955,,,,,,,,,,,,Watch,,
5955,,,,,,,,,,,,Watch,,
5955,,,,,,,,,,,,,,
5956,,,,,,,Mathematical,,,,,,,
5957,,,,,,,Philosophical,,,,,,,
5958,,,,,,,,,,,,Thermometer,,
5958,,,,,,,,,,,,Thermometer,,
5958,,,,,,,,,,,,Thermometer,,
5958,,,,,,,,,,,,Barometer,,
5958,,,,,,,,,,,,Barometer,,
5958,,,,,,,,,,,,Barometer,,
5958,,,,,,,Chemical,,,,,,,
5958,,,,,,,Philosophical,,,,,,,
5958,,,,,,,Mathematical,,,,,,,
5959,,,,,,,Philosophical,,,,,,,
5960,,,,,,,,,,,,,,
5961,,,,,,,,,,,,Barometer,,
5962,,,,,,,,,,,,Spectacle,,
5962,,,,,Spectaclemakers,,,,,,,,,
5963,,,,,,,,,,,,Rule,,
5964,,,,,,,,,,,,Rule,,
5965,,,,,,,,,,,,Spectacle,,
5966,,,,,,,,,,,,Thermometer,,
5966,,,,,,,,,,,,Barometer,,
5967,,,,,,,,,,,,Spectacle,,
5968,,,,,,,,,,,,Spectacle,,
5969,,,Cutter ,rule (brass),,,,,,,,,,
5970,,,,,,,,,,,,Spectacle,,
5970,,,Dealer ,spectacle,,,,,,,,,,
5971,,,,,,,,,,,,Scale,,
5972,,,,,,,Scientific,,,,,,,
5972,,,,,,,Optical,,,,,,,
5972,,,Manufacturer,instrument (telegraph),,,,,,,,,,
5974,,,,,,,Mathematical,,,,,,,
5974,,,,,,,,,,,,,,
5975,,,,,,,,,,,,Watch,,
5975,,,,,,,,,,,,Watch,,
5975,,,,,,,,,,,,,,
5975,,,Jeweller,,,,,,,,,,,
5976,,,,,,,,,,,,Spectacle,,
5977,,,,,,,,,,,,Barometer,,
5978,,,,,,,Mathematical,,,,,,,
5979,,,,,,,Philosophical,,,,,,,
5979,,,,,,,Mathematical,,,,,,,
5980,,,,,,,,,,,,,,
5981,,,,,,,,,,,,Rule,Ivory & Box,
5982,,,,,,,Philosophical,,,,,,,
5982,,,,,,,Mathematical,,,,,,,
5982,,,,,,,,,,,,,,
5983,,,,,,,Mathematical,,,,,,,
5983,,,,,,,Philosophical,,,,,,,
5983,,,,,,,Optical,,,,,,,
5984,,,,,,,,,,,,Spectacle,,
5984,,,,,,,,,,,,Spectacle,,
5984,,,,,,,,,,,,,,
5985,,,,,,,,,,,,,,
5986,,,,,,,,,,,,Weight,,
5986,,,,,,,,,,,,Mill,,
5986,,,,,,,,,,,,Weighing machine,,
5986,,,,,,,,,,,,Scale,,
5987,,,,,,,,,,,,Looking glass,,
5987,,,,,,,,,,,,Saccharometer,,
5987,,,,,,,,,,,,Hydrometer,,
5987,,,,,,,,,,,,Thermometer,,
5987,,,,,,,,,,,,Barometer,,
5988,,,,,,,,,,,,Clock,,
5988,,,,,,,,,,,,Clock,,
5988,,,,,,,,,,,,Watch,,
5988,,,,,,,,,,,,Watch,,
5988,,,,,,,,,,,,,,
5988,,,Jeweller,,,,,,,,,,,
5989,,,,,,,,,,,,,,
5991,,,,,,,,,,,,,,
5992,,,,,,,,,,,,Rule,,
5993,,,,,,,,,,,,Clock,,
5993,,,,,,,,,,,,Clock,,
5993,,,,,,,,,,,,Watch,,
5993,,,,,,,,,,,,Watch,,
5993,,,,,,,Mathematical,,,,,,,
5993,,,,,,,,,,,,,,
5994,,,,,,,Philosophical,,,,,,,
5995,,,,,,,,,,,,,,
5996,,,,,,,Philosophical,,,,,,,
5996,,,,,,,Mathematical,,,,,,,
5996,,,,,,,,,,,,,,
5997,,,,,,,,,,,,,,
5998,,,,,,,,,,,,Thermometer,,
5998,,,,,,,,,,,,Barometer,,
5998,,,,,,,Philosophical,,,,,,,
5999,,,,,,,,,,,,Thermometer,,
5999,,,,,,,,,,,,Barometer,,
5999,,,,,,,Philosophical,,,,,,,
6000,,,,,,,,,,,,Saccharometer,,
6000,,,,,,,,,,,,Saccharometer,,
6000,,,,,,,,,,,,Saccharometer,,
6000,,,,,,,,,,,,Saccharometer,,
6000,,,,,,,,,,,,Thermometer,,
6000,,,,,,,,,,,,Thermometer,,
6000,,,,,,,,,,,,Thermometer,,
6000,,,,,,,,,,,,Thermometer,,
6000,,,,,,,,,,,,Barometer,,
6000,,,,,,,,,,,,Barometer,,
6000,,,,,,,,,,,,Barometer,,
6000,,,,,,,,,,,,Barometer,,
6000,,,,,,,,,,,,Hydrometer,,
6000,,,,,,,,,,,,Hydrometer,,
6000,,,,,,,,,,,,Hydrometer,,
6000,,,,,,,,,,,,Hydrometer,,
6000,,,,,,,Philosophical,,,,,,,
6000,,,,,,,Mathematical,,,,,,,
6000,,,,,,,,,,,,,,
6000,,,,,Ironmongers,,,,,,,,,
6001,,,,,,,,,,,,Thermometer,,
6001,,,,,,,,,,,,Thermometer,,
6001,,,,,,,,,,,,Thermometer,,
6001,,,,,,,,,,,,Thermometer,,
6001,,,,,,,,,,,,Thermometer,,
6001,,,,,,,,,,,,Thermometer,,
6001,,,,,,,,,,,,Saccharometer,,
6001,,,,,,,,,,,,Saccharometer,,
6001,,,,,,,,,,,,Saccharometer,,
6001,,,,,,,,,,,,Saccharometer,,
6001,,,,,,,,,,,,Saccharometer,,
6001,,,,,,,,,,,,Saccharometer,,
6001,,,,,,,,,,,,Hydrometer,,
6001,,,,,,,,,,,,Hydrometer,,
6001,,,,,,,,,,,,Hydrometer,,
6001,,,,,,,,,,,,Hydrometer,,
6001,,,,,,,,,,,,Hydrometer,,
6001,,,,,,,,,,,,Hydrometer,,
6001,,,,,,,,,,,,Barometer,,
6001,,,,,,,,,,,,Barometer,,
6001,,,,,,,,,,,,Barometer,,
6001,,,,,,,,,,,,Barometer,,
6001,,,,,,,,,,,,Barometer,,
6001,,,,,,,,,,,,Barometer,,
6001,,,,,,,,,,,,Apparatus,photographic,
6001,,,,,,,,,,,,Apparatus,photographic,
6001,,,,,,,,,,,,Apparatus,photographic,
6001,,,,,,,,,,,,Apparatus,photographic,
6001,,,,,,,,,,,,Apparatus,photographic,
6001,,,,,,,,,,,,Apparatus,photographic,
6001,,,,,,,Chemical,,,,,,,
6001,,,,,,,Philosophical,,,,,,,
6001,,,,,,,Mathematical,,,,,,,
6001,,,,,,,,,,,,,,
6003,,,,,,,Philosophical,,,,,,,
6003,,,,,,,Mathematical,,,,,,,
6003,,,Oilman,oil,,,,,,,,,,
6004,,,,,,,Philosophical,,,,,,,
6004,,,,,,,Mathematical,,,,,,,
6004,,,,,,,,,,,,,,
6005,,,,,,,,,,,,Thermometer,,
6005,,,,,,,,,,,,Barometer,,
6006,,,,,,,Philosophical,,,,,,,
6006,,,,,,,Mathematical,,,,,,,
6007,,,,,,,Mathematical,,,,,,,
6008,,,,,,,Philosophical,,,,,,,
6008,,,,,,,Mathematical,,,,,,,
6008,,,,,,,,,,,,,,
6009,,,,,,,Philosophical,,,,,,,
6010,,,,,,,,,,,,Barometer,,
6010,,,,,,,,,,,,Barometer,,
6010,,,,,,,,,,,,,,
6011,,,,,,,,,,,,,,
6012,,,,,,,,,,,,Watch,,
6012,,,,,,,,,,,,Watch,,
6012,,,,,,,,,,,,Chronometer,,
6012,,,,,,,,,,,,Chronometer,,
6012,,,,,,,Nautical,,,,,,,
6012,,,,,,,Mathematical,,,,,,,
6013,,,,,,,,,,,,Spectacle,,
6013,,,,,,,,,,,,Spectacle,,
6013,,,,,,,,,,,,,,
6014,,,,,,,,,,,,,,
6016,,,,,,,Astronomical,,,,,,,
6016,,,,,,,Philosophical,,,,,,,
6016,,,,,,,Mathematical,,,,,,,
6016,,,,,,,Optical,,,,,,,
6016,,,,,,,,,,,,,,
6017,,,,,,,Mathematical,,,,,,,
6018,,,,,,,,,,,,,,
6020,,,,,,,,,,,,Looking glass,,
6020,,,,,,,,,,,,Barometer,,
6021,,,,,,,Mathematical,,,,,,,
6022,,,,,,,,,,,,Chronometer,,
6023,,,,,,,,,,,,Cement,,
6023,,,,,,,,,,,,Looking glass,,
6023,,,,,,,,,,,,Mirror,,
6023,,,,,,,,,,,,Barometer,,
6024,,,,,,,,,,,,Clock,,
6024,,,,,,,,,,,,Chronometer,,
6024,,,,,,,,,,,,Watch,,
6025,,,,,,,Mathematical,,,,,,,
6026,,,,,,,Mathematical,,,,,,,
6027,,,,,,,,,,Book,,,,
6028,,,,,,,Mathematical,,,,,,,
6028,,,,,,,Philosophical,,,,,,,
6028,,,,,,,Optical,,,,,,,
6029,,,,,,,,,,,,Spectacle,,
6029,,,,,,,,,,,,Spectacle,,
6029,,,,,,,,,,,,,,
6029,,,,,Spectaclemakers,,,,,,,,,
6032,,,,,,,Mathematical,,,,,,,
6034,,,,,,,,,,,,Compass,,
6034,,,,,,,,,,,,Compass,,
6034,,,,,,,,,,,,Compass,,
6034,,,,,,,,,,,,Compass,,
6034,,,,,,,,,,Map,,,,
6034,,,,,,,,,,Chart,,,,
6034,,,,,,,Nautical,,,,,,,
6034,,,,,,,,,,,,,,
6035,,,,,,,,,,,,Rule,,
6036,,,,,,,Optical,,,,,,,
6036,,,,,,,,,,,,,,
6038,,,,,,,Mathematical,,,,,,,
6039,,,,,,,,,,,,Prism,,
6039,,,,,,,,,,,,Prism,,
6039,,,,,,,Mathematical,,,,,,,
6039,,,,,,,,,,,,,,
6039,,,Lapidary,optical,,,,,,,,,,
6040,,,,,,,,,,,,Prism,,
6040,,,,,,,Mathematical,,,,,,,
6041,,,,,,,,,,,,Telescope,,
6041,,,,,,,,,,,,Telescope,,
6041,,,,,,,,,,,,Opera glass,,
6041,,,,,,,,,,,,Opera glass,,
6041,,,,,,,,,,,,,,
6042,,,,,,,,,,,,Telescope,,
6042,,,,,,,,,,,,Telescope,,
6042,,,,,,,,,,,,Apparatus,photographic,
6042,,,,,,,,,,,,Apparatus,photographic,
6042,,,,,,,,,,,,Magic Lantern,,
6042,,,,,,,,,,,,Magic Lantern,,
6042,,,,,,,,,,,,Balance,,
6042,,,,,,,,,,,,Balance,,
6042,,,,,,,,,,,,Scale,,
6042,,,,,,,,,,,,Scale,,
6042,,,,,,,,,,,,,,
6044,,,,,,,,,,,,Thermometer,,
6044,,,,,,,,,,,,Barometer,,
6046,,,,,,,,,,,,,,
6048,,,,,,,Drawing,,,,,,,
6048,,,,,,,Mathematical,,,,,,,
6051,,,,,,,Scientific,,,,,,,
6052,,,,,,,,,,,,Watch,,
6052,,,,,,,,,,,,Chronometer,,
6052,,,,,,Scientific,,,,,,,,
6052,,,Jeweller,,,,,,,,,,,
6053,,,,,,,,,,,,Clock,,
6053,,,,,,,,,,,,Watch,,
6053,,,,,,,,,,,,Chronometer,,
6054,,,,,,,Scientific,,,,,,,
6055,,,,,,,Mathematical,,,,,,,
6055,,,,,,,,,,,,,,
6057,,,,,,,,,,,,,,
6058,,,,,,,,,,,,,,
6059,,,,,,,,,,,,,,
6060,,,,,,,,,,,,Microscope,,
6060,,,,,,,,,,,,Microscope,,
6060,,,,,,,,,,,,,,
6061,,,,,,,,,,,,,,
6062,,,,,,,,,,,,Thermometer,,
6062,,,,,,,,,,,,Barometer,,
6064,,,,,,,,,,,,,,
6065,,,,,,,Chemical,,,,,,,
6066,,,,,,,,,,,,Looking glass,,
6066,,,,,,,,,,,,Thermometer,,
6066,,,,,,,,,,,,Barometer,,
6067,,,,,,,,,,,,Thermometer,,
6067,,,,,,,,,,,,Barometer,,
6070,,,,,,,,,,,,Rule,,
6072,,,,,,,Galvanic,,,,,,,
6072,,,,,,,Drawing,,,,,,,
6072,,,,,,,Philosophical,,,,,,,
6072,,,,,,,Mathematical,,,,,,,
6073,,,,,,,,,,,,Spectacle,,
6073,,,,,,,,,,,,Spectacle,,
6073,,,,,,,,,,,,Spectacle,,
6073,,,,,,,,,,,,Spectacle,,
6073,,,,,,,,,,,,Spectacle,,
6073,,,,,,,,,,,,Spectacle,,
6073,,,,,,,,,,,,,,
6073,,,Smith ,gold,,,,,,,,,,
6073,,,Manufacturer,eye glass (spring),,,,,,,,,,
6073,,,Manufacturer,eye glass (gold),,,,,,,,,,
6074,,,,,,,,,,,,Spectacle,,
6076,,,,,,,,,,,,Watch,,
6076,,,,,,,,,,,,Watch,,
6076,,,,,,,,,,,,Clock,,
6076,,,,,,,,,,,,Clock,,
6076,,,,,,,,,,,,,,
6076,,,Jeweller,,,,,,,,,,,
6077,,,,,,,,,,,,Clock,,
6077,,,,,,,,,,,,Clock,,
6077,,,,,,,,,,,,Clock,,
6077,,,,,,,,,,,,Clock,,
6077,,,,,,,,,,,,Clock,,
6077,,,,,,,,,,,,Clock,,
6077,,,,,,,,,,,,Clock,,
6077,,,,,,,,,,,,Clock,,
6077,,,,,,,,,,,,Clock,,
6077,,,,,,,,,,,,Clock,,
6077,,,,,,,,,,,,Clock,,
6077,,,,,,,,,,,,Clock,,
6077,,,,,,,,,,,,Clock,,
6077,,,,,,,,,,,,Clock,,
6077,,,,,,,,,,,,Clock,,
6077,,,,,,,,,,,,Clock,,
6077,,,,,,,,,,,,Clock,,
6077,,,,,,,,,,,,Clock,,
6077,,,,,,,,,,,,Clock,,
6077,,,,,,,,,,,,Clock,,
6077,,,,,,,,,,,,Watch,,
6077,,,,,,,,,,,,Watch,,
6077,,,,,,,,,,,,Watch,,
6077,,,,,,,,,,,,Watch,,
6077,,,,,,,,,,,,Watch,,
6077,,,,,,,,,,,,Watch,,
6077,,,,,,,,,,,,Watch,,
6077,,,,,,,,,,,,Watch,,
6077,,,,,,,,,,,,Watch,,
6077,,,,,,,,,,,,Watch,,
6077,,,,,,,,,,,,Watch,,
6077,,,,,,,,,,,,Watch,,
6077,,,,,,,,,,,,Watch,,
6077,,,,,,,,,,,,Watch,,
6077,,,,,,,,,,,,Watch,,
6077,,,,,,,,,,,,Watch,,
6077,,,,,,,,,,,,Watch,jewellers',
6077,,,,,,,,,,,,Watch,jewellers',
6077,,,,,,,,,,,,Watch,jewellers',
6077,,,,,,,,,,,,Watch,jewellers',
6077,,,,,,,Drawing,,,,,,,
6077,,,,,,,Philosophical,,,,,,,
6077,,,,,,,Surveying,,,,,,,
6077,,,,,,,Mathematical,,,,,,,
6077,,,,,,,,,,,,,,
6078,,,,,,,,,,,,Clock,,
6078,,,,,,,,,,,,Clock,,
6078,,,,,,,,,,,,Clock,,
6078,,,,,,,,,,,,Clock,,
6078,,,,,,,,,,,,Watch,,
6078,,,,,,,,,,,,Watch,,
6078,,,,,,,,,,,,Watch,,
6078,,,,,,,,,,,,Watch,,
6078,,,,,,,Mathematical,,,,,,,
6078,,,,,,,,,,,,,,
6078,,,Jeweller,,,,,,,,,,,
6078,,,Smith ,silver,,,,,,,,,,
6079,,,,,,,,,,,,Watch,,
6079,,,,,,,,,,,,Watch,,
6079,,,,,,,,,,,,Watch,,
6079,,,,,,,,,,,,Watch,,
6079,,,,,,,Philosophical,,,,,,,
6079,,,,,,,Mathematical,,,,,,,
6079,,,,,,,,,,,,,,
6079,,,Jeweller,,,,,,,,,,,
6081,,,,,,,,,,,,,,
6082,,,,,,,,,,Clock,,,,
6082,,,,,,,,,,Chronometer,,,,
6082,,,,,,,,,,,,,,
6082,,,Smith ,gold,,,,,,,,,,
6083,,,,,,,Mathematical,,,,,,,
6083,,,,,,,,,,,,,,
6084,,,,,,,,,,,,Spectacle,,
6084,,,,,,,,,,,,Spectacle,,
6084,,,,,,,,,,,,Spectacle,,
6084,,,,,,,,,,,,Spectacle,,
6084,,,,,,,,,,,,Spectacle,,
6084,,,,,,,,,,,,Spectacle,,
6084,,,,,,,Surveying,,,,,,,
6084,,,,,,,Nautical,,,,,,,
6084,,,,,,,Mathematical,,,,,,,
6084,,,,,,,,,,,,,,
6086,,,,,,,,,,,,,,
6088,,,,,,,,,,,,Watch,,
6088,,,,,,,,,,,,Watch,,
6088,,,,,,,,,,,,Clock,,
6088,,,,,,,,,,,,Clock,,
6088,,,,,,,,,,,,,,
6088,,,Jeweller,,,,,,,,,,,
6090,,,Manufacturer,glass,,,,,,,,,,
6090,,,,apparatus (chemical),,,,,,,,,,
6091,,,,,,,,,,,,Rule,,
6092,,,,,,,,,,,,Rule,,
6094,,,,,,,,,,,,Rule,,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,optical,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Case,Mathematical ,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Saccharometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Hydrometer,,
6095,,,,,,,,,,,,Tape,measuring,
6095,,,,,,,,,,,,Tape,measuring,
6095,,,,,,,,,,,,Tape,measuring,
6095,,,,,,,,,,,,Tape,measuring,
6095,,,,,,,,,,,,Tape,measuring,
6095,,,,,,,,,,,,Tape,measuring,
6095,,,,,,,,,,,,Tape,measuring,
6095,,,,,,,,,,,,Tape,measuring,
6095,,,,,,,,,,,,Tape,measuring,
