id,other_trades,other_trades_parenth,role_primary,relation_to,guild_memberships,seller_descriptions,maker_descriptions,material,qualifier_im,seller_trades,seller_trades_parenth,maker_trades,maker_trade_parentheses_1,maker_qualifier
2093,,,,,,,,,,,,Thermometer,,
2093,,,,,,,,,,,,Thermometer,,
2093,,,,,,,,,,,,Thermometer,,
2093,,,,,,,,,,,,Thermometer,,
2093,,,,,,,,,,,,Thermometer,,
2093,,,,,,,,,,,,Thermometer,,
2093,,,,,,,,,,,,Thermometer,,
2093,,,,,,,,,,,,Compass,,
2093,,,,,,,,,,,,Compass,,
2093,,,,,,,,,,,,Compass,,
2093,,,,,,,,,,,,Compass,,
2093,,,,,,,,,,,,Compass,,
2093,,,,,,,,,,,,Compass,,
2093,,,,,,,,,,,,Compass,,
2093,,,,,,,,,,,,Compass,,
2093,,,,,,,,,,,,Compass,,
2093,,,,,,,,,,,,Compass,,
2093,,,,,,,,,,,,Telescope,,
2093,,,,,,,,,,,,Telescope,,
2093,,,,,,,,,,,,Telescope,,
2093,,,,,,,,,,,,Telescope,,
2093,,,,,,,,,,,,Telescope,,
2093,,,,,,,,,,,,Telescope,,
2093,,,,,,,,,,,,Telescope,,
2093,,,,,,,,,,,,Telescope,,
2093,,,,,,,,,,,,Telescope,,
2093,,,,,,,,,,,,Telescope,,
2093,,,,,,,,,,,,Spectacle,,
2093,,,,,,,,,,,,Spectacle,,
2093,,,,,,,,,,,,Spectacle,,
2093,,,,,,,,,,,,Spectacle,,
2093,,,,,,,,,,,,Spectacle,,
2093,,,,,,,,,,,,Spectacle,,
2093,,,,,,,,,,,,Spectacle,,
2093,,,,,,,,,,,,Spectacle,,
2093,,,,,,,,,,,,Spectacle,,
2093,,,,,,,,,,,,Spectacle,,
2093,,,,,,,,,,,,Barometer,,
2093,,,,,,,,,,,,Barometer,,
2093,,,,,,,,,,,,Barometer,,
2093,,,,,,,,,,,,Barometer,,
2093,,,,,,,,,,,,Barometer,,
2093,,,,,,,,,,,,Barometer,,
2093,,,,,,,,,,,,Barometer,,
2093,,,,,,,,,,,,Barometer,,
2093,,,,,,,,,,,,Barometer,,
2093,,,,,,,,,,,,Barometer,,
2093,,,,,,,,,,,,Belt,shot,
2093,,,,,,,,,,,,Belt,shot,
2093,,,,,,,,,,,,Belt,shot,
2093,,,,,,,,,,,,Belt,,
2093,,,,,,,,,,,,Belt,,
2093,,,,,,,,,,,,Belt,,
2093,,,,,,,,,,,,Belt,,
2093,,,,,,,,,,,,Belt,,
2093,,,,,,,,,,,,Belt,,
2093,,,,,,,,,,,,Belt,,
2093,,,,,,,,,,,,Powder flask,,
2093,,,,,,,,,,,,Powder flask,,
2093,,,,,,,,,,,,Powder flask,,
2093,,,,,,,,,,,,Powder flask,,
2093,,,,,,,,,,,,Powder flask,,
2093,,,,,,,,,,,,Powder flask,,
2093,,,,,,,,,,,,Powder flask,,
2093,,,,,,,,,,,,Powder flask,,
2093,,,,,,,,,,,,Powder flask,,
2093,,,,,,,,,,,,Powder flask,,
2093,,,,,,,Drawing,,,,,,,
2093,,,,,,,Philosophical,,,,,,,
2093,,,,,,,Photographic,,,,,,,
2093,,,,,,,Nautical,,,,,,,
2093,,,,,,,Mathematical,,,,,,,
2093,,,,,,,,,,,,,,
2094,,,,,,,Philosophical,,,,,,,
2094,,,,,,,Mathematical,,,,,,,
2094,,,,,,,,,,,,,,
2094,,,Grinder ,glass,,,,,,,,,,
2095,,,,,,,,,,,,Thermometer,,
2095,,,,,,,,,,,,Barometer,,
2095,,,,,,,,,,,,Frame,picture,
2095,,,,,,,,,,,,Looking glass,,
2096,,,,,,,,,,,,Looking glass,,
2096,,,,,,,,,,,,Thermometer,,
2096,,,,,,,,,,,,Barometer,,
2097,,,,,,,,,,,,,,
2098,,,,,,,,,,,,Binnacle,,
2099,,,,,,,,,,,,,,
2100,,,,,,,Philosophical,,,,,,,
2100,,,,,,,Mathematical,,,,,,,
2100,,,,,,,,,,,,,,
2100,,,,,Turners,,,,,,,,,
2101,,,,,,,Mathematical,,,,,,,
2101,,,,,,,Philosophical,,,,,,,
2101,,,,,,,Optical,,,,,,,
2101,,,,,Joiners,,,,,,,,,
2102,,,,,,Philosophical,,,,,,,,
2102,,,,,,Optical,,,,,,,,
2102,,,,,,Mathematical,,,,,,,,
2102,,,Dealer ,curiosities,,,,,,,,,,
2103,,,,,,,,,,,,Spectacle,,
2103,,,,,,,,,,,,Spectacle,,
2103,,,,,,,,,,,,,,
2104,,,,,,,Mathematical,,,,,,,
2104,,,,,Stationers,,,,,,,,,
2105,,,,,,,,,,,,Rule,,
2105,,,,,,,,,,,,Rule,,
2105,,,,,,,,,,,,Rule,,
2105,,,,,,,Mathematical,,,,,,,
2105,,,,,,,Philosophical,,,,,,,
2105,,,,,,,Optical,,,,,,,
2106,,,,,,,,,,,,,,
2107,,,,,,,,,,,,,,
2108,,,,,,,,,,,,Spectacle,,
2110,,,,,,,,,,,,,,
2111,,,,,,,Philosophical,,,,,,,
2111,,,,,,,Mathematical,,,,,,,
2111,,,,,Coachmakers,,,,,,,,,
2112,,,,,Joiners,,,,,,,,,
2113,,,,,,,,,,,,Spectacle,,
2113,,,,,Spectaclemakers,,,,,,,,,
2114,,,,,,,,,,,,Spectacle,,
2114,,,,,,,,,,,,Spectacle,,
2114,,,,,,,,,,,,Telescope,,
2114,,,,,,,,,,,,Telescope,,
2114,,,,,,,,,,,,Globe,,
2114,,,,,,,,,,,,Globe,,
2114,,,,,,,Mathematical,,,,,,,
2114,,,,,,,,,,,,,,
2115,,,,,,,,,,,,Clock,,
2115,,,,,,,,,,,,Chronometer,,
2115,,,,,,,,,,,,Watch,,
2115,,,,,Clockmakers,,,,,,,,,
2116,,,,,,,,,,,,Chronometer,,
2117,,,,,,,Mathematical,,,,,,,
2117,,,,,,,,,,,,,,
2118,,,,,,,,,,,,Rule,Ivory & Box,
2118,,,,,Stationers,,,,,,,,,
2119,,,,,,,,,,,,Thermometer,,
2119,,,,,,,,,,,,Barometer,,
2119,,,Turner ,,,,,,,,,,,
2120,,,,,,,,,,,,,,
2121,,,,,,,,,,,,Barometer,,
2121,,,,,,,,,,,,Barometer,,
2121,,,,,,,,,,,,Barometer,,
2121,,,,,,,,,,,,Barometer,,
2121,,,,,,,Philosophical,,,,,,,
2121,,,,,,,Mathematical,,,,,,,
2121,,,,,,,,,,,,,,
2121,,,,,Coopers,,,,,,,,,
2122,,,,,,,,,,,,Hourglass,,
2122,,,,,Turners,,,,,,,,,
2123,,,,,,,Mathematical,,,,,,,
2123,,,,,,,,,,,,,,
2124,,,,,,,,,,,,Spectacle,,
2124,,,,,,,,,,,,Spectacle,,
2124,,,,,,,,,,,,,,
2125,,,,,,,,,,,,Rule,,
2126,,,,,,,Mathematical,,,,,,,
2126,,,,,,,Philosophical,,,,,,,
2126,,,,,,,Optical,,,,,,,
2127,,,,,,,,,,,,Measure,,
2127,,,,,,,,,,,,Measure,,
2127,,,,,,,,,,,,Rule,,
2127,,,,,,,,,,,,Rule,,
2127,,,,,,,Philosophical,,,,,,,
2127,,,,,,,Mathematical,,,,,,,
2127,,,,,Stationers,,,,,,,,,
2128,,,,,,,,,,,,Spectacle,,
2129,,,,,,,Philosophical,,,,,,,
2129,,,,,,,Mathematical,,,,,,,
2129,,,,,,,,,,,,,,
2129,,,Ironmonger,iron,,,,,,,,,,
2130,,,,,,,,,,,,Barometer,,
2131,,,,,,,,,,,,Thermometer,,
2131,,,,,,,,,,,,Barometer,,
2132,,,,,,,,,,,,,,
2133,,,,,,,,,,,,Rule,Mathematical ,
2133,,,,,,,,,,,,Rule,,
2133,,,,,,,Mathematical,,,,,,,
2134,,,,,,,,,,,,Spectacle,,
2134,,,,,,,,,,,,Spectacle,,
2134,,,,,,,,,,,,Spectacle,,
2134,,,,,,,,,,,,Spectacle,,
2134,,,,,,,Optical,,,,,,,
2134,,,,,,,Mathematical,,,,,,,
2134,,,,,,,,,,,,,,
2135,,,,,,,,,,,,Spectacle,,
2135,,,,,,,,,,,,Spectacle,,
2135,,,,,,,,,,,,,,
2136,,,,,,,Mathematical,,,,,,,
2137,,,,,,,Nautical,,,,,,,
2137,,,,,,,Philosophical,,,,,,,
2137,,,,,,,Mathematical,,,,,,,
2137,,,,,,,,,,,,,,
2137,,,,,Masons,,,,,,,,,
2137,,,Manufacturer,sextant,,,,,,,,,,
2138,,,,,,,,,,,,,,
2139,,,,,,,,,,,,,,
2140,,,,,,,,,,,,,,
2141,,,,,,,Optical,,,,,,,
2141,,,,,,,Mathematical,,,,,,,
2141,,,,,,,,,,,,,,
2142,,,,,,,,,,,,,,
2142,,,Turner ,ivory,,,,,,,,,,
2143,,,,,,,Mathematical,,,,,,,
2143,,,,,,,Philosophical,,,,,,,
2143,,,,,,,Optical,,,,,,,
2143,,,,,,,,,,,,,,
2144,,,,,,,Philosophical,,,,,,,
2144,,,,,,,Mathematical,,,,,,,
2144,,,,,,,,,,,,,,
2145,,,,,,,Mathematical,,,,,,,
2145,,,,,,,,,,,,,,
2146,,,,,,,,,,,,Spectacle,,
2147,,,,,,,,,,,,Spectacle,,
2147,,,,,,,,,,,,Spectacle,,
2147,,,,,,,,,,,,,,
2148,,,,,,,Drawing,,,,,,,
2148,,,,,,,Philosophical,,,,,,,
2148,,,,,,,Mathematical,,,,,,,
2148,,,,,Coachmakers,,,,,,,,,
2149,,,,,,,,,,,,Spectacle,,
2149,,,,,,,,,,,,Spectacle,,
2149,,,,,,,,,,,,,,
2150,,,Jeweller,,,,,,,,,,,
2150,,,Smith ,silver,,,,,,,,,,
2151,,,,,,,,,,,,Spectacle,,
2151,,,,,,,,,,,,Spectacle,,
2151,,,,,,,,,,,,,,
2152,,,,,,,,,,,,Rule,,
2152,,,,,,,,,,,,Rule,,
2152,,,,,,,Mathematical,,,,,,,
2152,,,,,,,,,,,,,,
2153,,,,,,,Philosophical,,,,,,,
2153,,,,,,,Mathematical,,,,,,,
2153,,,,,,,,,,,,,,
2154,,,,,,,,,,,,,,
2154,,,,,Girdlers,,,,,,,,,
2155,,,,,,,,,,,,Spectacle,,
2156,,,,,,,,,,,,,,
2157,,,,,,,,,,,,Spectacle,,
2157,,,,,,,,,,,,Spectacle,,
2157,,,,,,,,,,,,Spectacle,,
2157,,,,,,,,,,,,Spectacle,,
2157,,,,,,,Philosophical,,,,,,,
2157,,,,,,,Mathematical,,,,,,,
2157,,,,,,,,,,,,,,
2158,,,,,,,Philosophical,,,,,,,
2158,,,,,,,Mathematical,,,,,,,
2158,,,,,,,,,,,,,,
2158,,,Turner ,optical,,,,,,,,,,
2159,,,,,,,Mathematical,,,,,,,
2160,,,,,,,,,,,,Spectacle,,
2161,,,,,,,,,,,,Rule,,
2161,,,,,,,Drawing,,,,,,,
2162,,,,,,,,,,,,Spectacle,,
2163,,,,,,,,,,,,Globe,,
2164,,,,,,,,,,,,,,
2165,,,,,,,,,,,,Case,optical,
2165,,,,,,,,,,,,Case,optical,
2165,,,,,,,Mathematical,,,,,,,
2165,,,,,,,,,,,,,,
2166,,,,,,,Philosophical,,,,,,,
2166,,,,,,,Mathematical,,,,,,,
2166,,,,,,,,,,,,,,
2167,,,,,,,Philosophical,,,,,,,
2167,,,,,,,Mathematical,,,,,,,
2168,,,,,,,Mathematical,,,,,,,
2168,,,,,,,Philosophical,,,,,,,
2168,,,,,,,Optical,,,,,,,
2168,,,,,,,,,,,,,,
2168,,,,,Makers of Playing Cards,,,,,,,,,
2169,,,,,,,,,,,,Clock,,
2169,,,,,,,,,,,,Clock,,
2169,,,,,,,,,,,,Clock,,
2169,,,,,,,Mathematical,,,,,,,
2169,,,,,,,Philosophical,,,,,,,
2169,,,,,,,Optical,,,,,,,
2170,,,,,,,Nautical,,,,,,,
2170,,,,,,,Mathematical,,,,,,,
2170,,,,,,,,,,,,,,
2170,,,,,Merchant Taylors,,,,,,,,,
2171,,,,,,,,,,,,Barometer,,
2171,,,,,,,,,,,,Barometer,,
2171,,,,,,,,,,,,,,
2172,,,,,,,,,,,,Barometer,,
2172,,,,,,,,,,,,Barometer,,
2172,,,,,,,,,,,,,,
2173,,,,,,,Mathematical,,,,,,,
2173,,,,,,,,,,,,,,
2173,,,,,Masons,,,,,,,,,
2174,,,,,,,Drawing,,,,,,,
2174,,,,,Barbers,,,,,,,,,
2175,,,,,,,,,,,,,,
2176,,,,,,,Mathematical,,,,,,,
2177,,,,,,,Mathematical,,,,,,,
2177,,,,,,,Philosophical,,,,,,,
2177,,,,,,,Optical,,,,,,,
2177,,,,,Tinplate Workers,,,,,,,,,
2178,,,,,,,Mathematical,,,,,,,
2179,,,,,,,Mathematical,,,,,,,
2179,,,,,,,,,,,,,,
2180,,,,,,,,,,,,Thermometer,,
2180,,,,,,,,,,,,Barometer,,
2182,,,,,,,,,,,,Spectacle,,
2183,,,,,,,,,,,,Rule,,
2185,,,,,,,,,,,,,,
2186,,,,,,,,,,,,Chronometer,,
2187,,,,,,,,,,,,Telescope,,
2187,,,,,,,,,,,,Telescope,,
2187,,,,,,,,,,,,Telescope,,
2187,,,,,,,,,,,,Telescope,,
2187,,,,,,,Philosophical,,,,,,,
2187,,,,,,,Mathematical,,,,,,,
2187,,,,,,,,,,,,,,
2188,,,Collector ,minerals,,,,,,,,,,
2189,,,,,,,,,,,,Spectacle,,
2190,,,,,,,Mathematical,,,,,,,
2190,,,,,,,Philosophical,,,,,,,
2190,,,,,,,Optical,,,,,,,
2190,,,,,Joiners,,,,,,,,,
2191,,,,,,,,,,,,Telescope,,
2191,,,,,,,,,,,,Telescope,,
2191,,,,,,,,,,,,,,
2192,,,,,,,Mathematical,,,,,,,
2193,,,,,,,Mathematical,,,,,,,
2194,,,,,,,,,,,,Thermometer,,
2194,,,,,,,,,,,,Barometer,,
2195,,,,,,,,,,,,Thermometer,,
2195,,,,,,,,,,,,Barometer,,
2196,,,,,,,,,,,,Thermometer,,
2196,,,,,,,,,,,,Thermometer,,
2196,,,,,,,,,,,,Barometer,,
2196,,,,,,,,,,,,Barometer,,
2196,,,,,,,,,,,,,,
2197,,,,,,,Philosophical,,,,,,,
2197,,,,,,,Mathematical,,,,,,,
2197,,,,,,,,,,,,,,
2198,,,,,,,,,,,,,,
2199,,,,,,,Philosophical,,,,,,,
2199,,,,,,,Mathematical,,,,,,,
2199,,,,,,,,,,,,,,
2200,,,,,,,Philosophical,,,,,,,
2200,,,,,,,Mathematical,,,,,,,
2200,,,,,,,,,,,,,,
2201,,,,,,,,,,,,Compass,,
2201,,,,,,,,,,,,Compass,,
2201,,,,,,,,,,,,Chronometer,,
2201,,,,,,,,,,,,Chronometer,,
2201,,,,,,,,,,,,,,
2201,,,,,Clockmakers,,,,,,,,,
2202,,,,,,,,,,,,Spectacle,,
2202,,,,,,,,,,,,Spectacle,,
2202,,,,,,,,,,,,,,
2203,,,,,,,Nautical,,,,,,,
2203,,,,,,,Mathematical,,,,,,,
2204,,,,,,,,,,,,Thermometer,,
2204,,,,,,,,,,,,Thermometer,,
2204,,,,,,,,,,,,Thermometer,,
2204,,,,,,,,,,,,Thermometer,,
2204,,,,,,,,,,,,Thermometer,,
2204,,,,,,,,,,,,Thermometer,,
2204,,,,,,,,,,,,Thermometer,,
2204,,,,,,,,,,,,Thermometer,,
2204,,,,,,,,,,,,Thermometer,,
2204,,,,,,,,,,,,Thermometer,,
2204,,,,,,,,,,,,Barometer,,
2204,,,,,,,,,,,,Barometer,,
2204,,,,,,,,,,,,Barometer,,
2204,,,,,,,,,,,,Barometer,,
2204,,,,,,,,,,,,Barometer,,
2204,,,,,,,,,,,,Barometer,,
2204,,,,,,,,,,,,Barometer,,
2204,,,,,,,,,,,,Barometer,,
2204,,,,,,,,,,,,Barometer,,
2204,,,,,,,,,,,,Barometer,,
2204,,,,,,,Chemical,,,,,,,
2204,,,,,,,Drawing,,,,,,,
2204,,,,,,,Nautical,,,,,,,
2204,,,,,,,Philosophical,,,,,,,
2204,,,,,,,Mathematical,,,,,,,
2204,,,,,,,,,,,,,,
2204,,,,,Makers of Playing Cards,,,,,,,,,
2205,,,,,,,Mathematical,,,,,,,
2205,,,,,,,,,,,,,,
2206,,,,,,,,,,,,Globe,,
2206,,,Surveyor,land,,,,,,,,,,
2207,,,,,,,,,,,,Globe,,
2207,,,Surveyor,land,,,,,,,,,,
2208,,,,,,,,,,,,Thermometer,,
2208,,,,,,,,,,,,Barometer,,
2209,,,,,,,,,,Map,,,,
2209,,,,,,,,,,Chart,,,,
2210,,,Teacher ,,,,,,,,,,,
2211,,,,,,,,,,,,Spectacle,,
2212,,,,,,,,,,,,Thermometer,,
2212,,,,,,,,,,,,Barometer,,
2213,,,,,,,,,,,,Spectacle,,
2213,,,,,,,,,,,,Spectacle,,
2213,,,,,,,,,,,,Spectacle,,
2213,,,,,,,,,,,,Spectacle,,
2213,,,,,,,,,,,,Thermometer,,
2213,,,,,,,,,,,,Thermometer,,
2213,,,,,,,,,,,,Thermometer,,
2213,,,,,,,,,,,,Thermometer,,
2213,,,,,,,,,,,,Barometer,,
2213,,,,,,,,,,,,Barometer,,
2213,,,,,,,,,,,,Barometer,,
2213,,,,,,,,,,,,Barometer,,
2213,,,,,,,Philosophical,,,,,,,
2213,,,,,,,Mathematical,,,,,,,
2213,,,,,,,,,,,,,,
2213,,,,,Cordwainers,,,,,,,,,
2214,,,,,,,Mathematical,,,,,,,
2215,,,,,,,,,,,,,,
2216,,,,,,,Mathematical,,,,,,,
2216,,,,,Joiners,,,,,,,,,
2217,,,,,,,,,,,,Thermometer,,
2217,,,,,,,,,,,,Barometer,,
2218,,,,,,,,,,,,Thermometer,,
2218,,,,,,,,,,,,Barometer,,
2219,,,,,,,,,,,,Thermometer,,
2219,,,,,,,,,,,,Barometer,,
2220,,,,,,,,,,,,,,
2220,,,,,Spectaclemakers,,,,,,,,,
2221,,,,,,,,,,,,Thermometer,,
2221,,,,,,,,,,,,Barometer,,
2222,,,,,,,Philosophical,,,,,,,
2222,,,,,,,Mathematical,,,,,,,
2222,,,,,,,,,,,,,,
2223,,,,,,,,,,,,Thermometer,,
2223,,,,,,,,,,,,Barometer,,
2224,,,,,,,,,,,,,,
2225,,,,,,,Mathematical,,,,,,,
2226,,,,,,,Drawing,,,,,,,
2226,,,,,,,Mathematical,,,,,,,
2226,,,,,Merchant Taylors,,,,,,,,,
2227,,,,,,,,,,,,Looking glass,,
2228,,,,,,,Philosophical,,,,,,,
2228,,,,,,,Mathematical,,,,,,,
2228,,,,,,,,,,,,,,
2229,,,,,,,,,,,,Hydrometer,,
2229,,,,,,,,,,,,Hydrometer,,
2229,,,,,,,,,,,,Hydrometer,,
2229,,,,,,,,,,,,Hydrometer,,
2229,,,,,,,Philosophical,,,,,,,
2229,,,,,,,Optical,,,,,,,
2229,,,,,,,,,,,,,,
2230,,,,,,,,,,,,,,
2231,,,,,,,Optical,,,,,,,
2231,,,,,,,Mathematical,,,,,,,
2231,,,,,,,,,,,,,,
2232,,,,,,,Nautical,,,,,,,
2232,,,,,,,Mathematical,,,,,,,
2233,,,,,,,,,,,,Air pump,,
2233,,,,,,,,,,,,Air pump,,
2233,,,,,,,Philosophical,,,,,,,
2233,,,,,,,Mathematical,,,,,,,
2234,,,,,,,Mathematical,,,,,,,
2234,,,,,,,Philosophical,,,,,,,
2234,,,,,,,Optical,,,,,,,
2236,,,,,,,Philosophical,,,,,,,
2236,,,,,,,Mathematical,,,,,,,
2236,,,,,,,,,,,,,,
2237,,,,,,,Mathematical,,,,,,,
2237,,,,,,,Philosophical,,,,,,,
2237,,,,,,,Optical,,,,,,,
2237,,,,,Armourers,,,,,,,,,
2237,,,,,Brasiers,,,,,,,,,
2237,,,Brazier,nautical,,,,,,,,,,
2238,,,,,,,,,,,,Rule,,
2238,,,,,,,,,,,,Rule,,
2238,,,,,,,,,,,,Rule,,
2238,,,,,,,,,,,,Rule,,
2238,,,,,,,Philosophical,,,,,,,
2238,,,,,,,Mathematical,,,,,,,
2238,,,,,,,,,,,,,,
2239,,,,,,,Philosophical,,,,,,,
2239,,,,,,,Mathematical,,,,,,,
2239,,,,,Masons,,,,,,,,,
2241,,,,,,,,,,,,Spectacle,,
2241,,,,,,,,,,,,Spectacle,,
2241,,,,,,,,,,,,Spectacle,,
2241,,,,,,,,,,,,Spectacle,,
2241,,,,,,,,,,,,Spectacle,,
2241,,,,,,,,,,,,Spectacle,,
2241,,,,,,,,,,,,Spectacle,,
2241,,,,,,,,,,,,Spectacle,,
2241,,,,,,,Philosophical,,,,,,,
2241,,,,,,,Mathematical,,,,,,,
2241,,,,,,,,,,,,,,
2241,,,,,Spectaclemakers,,,,,,,,,
2241,,,Agent ,patent,,,,,,,,,,
2241,,,Exporter,,,,,,,,,,,
2242,,,,,,,Philosophical,,,,,,,
2242,,,,,,,Mathematical,,,,,,,
2242,,,,,,,,,,,,,,
2243,,,,,,,Mathematical,,,,,,,
2243,,,,,,,Philosophical,,,,,,,
2243,,,,,,,Optical,,,,,,,
2244,,,,,,,,,,,,,,
2245,,,Divider ,instruments (mathematical),,,,,,,,,,
2245,,,Engraver,,,,,,,,,,,
2246,,,,,,,,,,,,Barometer,,
2247,,,,,,,Mathematical,,,,,,,
2247,,,,,,,,,,,,,,
2248,,,,,,,Mathematical,,,,,,,
2248,,,,,Merchant Taylors,,,,,,,,,
2249,,,,,,,Mathematical,,,,,,,
2249,,,,,,,,,,,,,,
2249,,,,,Spectaclemakers,,,,,,,,,
2250,,,,,,,,,,,,,,
2251,,,,,,,,,,,,,,
2252,,,,,,,,,,,,,,
2253,,,,,,,Philosophical,,,,,,,
2253,,,,,,,Mathematical,,,,,,,
2253,,,,,Masons,,,,,,,,,
2254,,,,,,,,,,,,Globe,,
2255,,,,,,,,,,,,Thermometer,,
2255,,,,,,,,,,,,Barometer,,
2255,,,Merchant ,,,,,,,,,,,
2256,,,,,,,Philosophical,,,,,,,
2256,,,,,,,Mathematical,,,,,,,
2256,,,,,,,,,,,,,,
2257,,,,,,,,,,,,Hydrometer,,
2257,,,,,,,,,,,,Hydrometer,,
2257,,,,,,,,,,,,Barometer,,
2257,,,,,,,,,,,,Barometer,,
2257,,,,,,,,,,,,Thermometer,,
2257,,,,,,,,,,,,Thermometer,,
2257,,,,,,,,,,,,,,
2258,,,,,,,,,,,,,,
2258,,,,,Grocers,,,,,,,,,
2258,,,Divider ,instruments (mathematical),,,,,,,,,,
2259,,,,,,,,,,,,Saccharometer,,
2259,,,,,,,,,,,,Saccharometer,,
2259,,,,,,,,,,,,Saccharometer,,
2259,,,,,,,,,,,,Saccharometer,,
2259,,,,,,,,,,,,Saccharometer,,
2259,,,,,,,,,,,,Saccharometer,,
2259,,,,,,,,,,,,Saccharometer,,
2259,,,,,,,,,,,,Saccharometer,,
2259,,,,,,,,,,,,Hydrometer,,
2259,,,,,,,,,,,,Hydrometer,,
2259,,,,,,,,,,,,Hydrometer,,
2259,,,,,,,,,,,,Hydrometer,,
2259,,,,,,,,,,,,Hydrometer,,
2259,,,,,,,,,,,,Hydrometer,,
2259,,,,,,,,,,,,Hydrometer,,
2259,,,,,,,,,,,,Hydrometer,,
2259,,,,,,,,,,,,Barometer,,
2259,,,,,,,,,,,,Barometer,,
2259,,,,,,,,,,,,Barometer,,
2259,,,,,,,,,,,,Barometer,,
2259,,,,,,,,,,,,Barometer,,
2259,,,,,,,,,,,,Barometer,,
2259,,,,,,,,,,,,Barometer,,
2259,,,,,,,,,,,,Barometer,,
2259,,,,,,,Drawing,,,,,,,
2259,,,,,,,Philosophical,,,,,,,
2259,,,,,,,Mathematical,,,,,,,
2259,,,,,,,Optical,,,,,,,
2259,,,,,,,,,,,,,,
2259,,,,,Joiners,,,,,,,,,
2260,,,,,,,,,,,,Measure,,
2261,,,,,,,,,,,,,,
2262,,,,,,,Philosophical,,,,,,,
2262,,,,,,,Mathematical,,,,,,,
2262,,,,,,,,,,,,,,
2263,,,,,,,,,,,,,,
2264,,,,,,,,,,,,Spectacle,,
2264,,,,,,,,,,,,Spectacle,,
2264,,,,,,,,,,,,Spectacle,,
2264,,,,,,,Mathematical,,,,,,,
2264,,,,,,,Philosophical,,,,,,,
2264,,,,,,,Optical,,,,,,,
2265,,,,,,,,,,,,Hydrometer,,
2266,,,,,,,,,,,,Compass,mariners',
2266,,,,,,,,,,,,Compass,mariners',
2266,,,,,,,Mathematical,,,,,,,
2266,,,,,,,,,,,,,,
2266,,,,,Goldsmiths,,,,,,,,,
2267,,,,,,,Mathematical,,,,,,,
2268,,,,,,,,,,,,Thermometer,,
2268,,,,,,,,,,,,Thermometer,,
2268,,,,,,,,,,,,Thermometer,,
2268,,,,,,,,,,,,Thermometer,,
2268,,,,,,,,,,,,Thermometer,,
2268,,,,,,,,,,,,Thermometer,,
2268,,,,,,,,,,,,Barometer,,
2268,,,,,,,,,,,,Barometer,,
2268,,,,,,,,,,,,Barometer,,
2268,,,,,,,,,,,,Barometer,,
2268,,,,,,,,,,,,Barometer,,
2268,,,,,,,,,,,,Barometer,,
2268,,,,,,,Mathematical,,,,,,,
2268,,,,,,,Philosophical,,,,,,,
2268,,,,,,,Optical,,,,,,,
2268,,,,,,,,,,,,,,
2269,,,,,,,,,,,,,,
2269,,,,,Spectaclemakers,,,,,,,,,
2270,,,,,,,,,,,,Globe,,
2270,,,,,,,,,,Map,,,,
2271,,,,,,,,,,,,Spectacle,,
2272,,,,,,,Philosophical,,,,,,,
2272,,,,,,,Mathematical,,,,,,,
2272,,,,,,,,,,,,,,
2272,,,,,Stationers,,,,,,,,,
2273,,,,,,,,,,,,Thermometer,,
2273,,,,,,,,,,,,Barometer,,
2273,,,,,,Mathematical,,,,,,,,
2273,,,,,Fanmakers,,,,,,,,,
2273,,,Turner ,ivory,,,,,,,,,,
2274,,,,,,,,,,,,Looking glass,,
2274,,,,,,,,,,,,Looking glass,,
2274,,,Merchant ,,,,,,,,,,,
2275,,,,,,,,,,,,Globe,,
2275,,,,,,,,,,,,Globe,,
2275,,,,,,,Philosophical,,,,,,,
2275,,,,,,,Mathematical,,,,,,,
2276,,,,,,,,,,,,Thermometer,,
2276,,,,,,,,,,,,Barometer,,
2276,,,,,,,,,,,,Looking glass,,
2276,,,,,,,,,,Print,,,,
2277,,,,,,,,,,,,Barometer,,
2278,,,,,,,Mathematical,,,,,,,
2279,,,,,,,,,,,,Clock,,
2279,,,,,,,,,,,,Watch,,
2280,,,,,,,,,,,,Tube,,
2280,,,,,,,,,,,,Telescope,,
2280,,,,,Drapers,,,,,,,,,
2280,,,Turner ,optical,,,,,,,,,,
2281,,,,,,,Philosophical,,,,,,,
2281,,,,,,,Mathematical,,,,,,,
2281,,,,,Goldsmiths,,,,,,,,,
2282,,,,,,,,,,,,Thermometer,,
2282,,,,,,,,,,,,Thermometer,,
2282,,,,,,,,,,,,Barometer,,
2282,,,,,,,,,,,,Barometer,,
2282,,,,,,,Philosophical,,,,,,,
2282,,,,,,,Mathematical,,,,,,,
2283,,,,,,,Philosophical,,,,,,,
2283,,,,,,,Mathematical,,,,,,,
2283,,,,,,,,,,,,,,
2284,,,,,,,,,,,,Hydrometer,,
2284,,,,,,,,,,,,Thermometer,,
2284,,,,,,,,,,,,Barometer,,
2284,,,,,,,Philosophical,,,,,,,
2285,,,,,,,Philosophical,,,,,,,
2285,,,,,,,Mathematical,,,,,,,
2285,,,,,,,,,,,,,,
2286,,,,,,,Mathematical,,,,,,,
2287,,,,,,,Philosophical,,,,,,,
2287,,,,,,,Mathematical,,,,,,,
2287,,,,,,,,,,,,,,
2288,,,,,,,Philosophical,,,,,,,
2288,,,,,,,Mathematical,,,,,,,
2288,,,,,,,,,,,,,,
2289,,,,,,,Mathematical,,,,,,,
2290,,,,,,,,,,,,Thermometer,,
