id,street,lat,lon
385,"146 Fenchurch St,",51.5115469544999,-0.0832772254943848
386,"Near Creechurch in Leadenhall St,",51.5134165223878,-0.0826013088226318
386,"Pear Tree St, Brick Lane, Old St,",51.5263611746742,-0.0725376605987549
386,"Hammer, Coronet & Scales in Leadenhall St,",51.5134165223878,-0.0826013088226318
386,"84 Leadenhall St,",51.5134165223878,-0.0826013088226318
389,"Rose St, near Long Acre,",51.5124149777041,-0.125656127929688
389,"Charing Cross,",51.5074503294806,-0.128606557846069
390,"3 Denmark St, Strand,",51.4712658538618,-0.0998103618621826
390,"Euclid's Head near New Church in the Strand,",51.5101847924382,-0.115699768066406
390,"Strand,",51.5101847924382,-0.115699768066406
390,"In the Strand,",51.5101847924382,-0.115699768066406
393,"Near Union Stairs in Wapping,",51.5036805748567,-0.0621521472930908
394,"The Archimedes in Ludgate St,",51.5140241154312,-0.103211402893066
396,"Two Civet Cats, Crane Court, Fleet St,",51.5139362040847,-0.110281705856323
396,"Royal Mint, Tower Hill,",51.5092165642489,-0.078202486038208
400,"Fulwood's Rents, Holborn,",51.5179855124326,-0.110539197921753
402,"Under Exeter Change in the Strand,",51.5101847924382,-0.115699768066406
403,"The Saracen's Head, Snow Hill,",51.5174358335331,-0.104176998138428
403,"17 Chadwell St, Pentonville,",51.5302258319717,-0.107481479644775
404,"Globe & Sun, 128 Chancery Lane, Fleet St,",51.5167281400212,-0.112695693969727
408,"Crown Court, Fleet St,",51.5139362040847,-0.110281705856323
408,"17 Dean St, Fetter Lane,",51.5373936023088,-0.0955402851104736
408,"136 Fleet St,",51.5139362040847,-0.110281705856323
411,"At Mr Dollond's, St Paul's Church Yard,",51.5133430765259,-0.0998318195343018
411,"Johnson's Court, Fleet St,",51.5139362040847,-0.110281705856323
411,"Three Crane Court, Fleet St,",51.5139362040847,-0.110281705856323
411,"Crane Court, Fleet St,",51.5139362040847,-0.110281705856323
412,"35 Wapping,",51.5036805748567,-0.0621521472930908
412,"302 Bell Dock, Wapping,",51.5036805748567,-0.0621521472930908
416,"147 Tottenham Court Rd,",51.5223693535047,-0.136009454727173
421,"Near the Hermitage, Wapping,",51.5036805748567,-0.0621521472930908
421,"364 Hermitage Bridge, Wapping,",51.5036805748567,-0.0621521472930908
422,"103 Wapping near Execution Dock,",51.5036805748567,-0.0621521472930908
422,"138 Wapping,",51.5036805748567,-0.0621521472930908
422,"138, Near Execution Dock, Wapping,",51.5036805748567,-0.0621521472930908
422,"Stable, Three Tun Court, Charlotte St, Nightingale Lane,",51.5169684899942,-0.0648772716522217
422,"168 Wapping, [residence]",51.5036805748567,-0.0621521472930908
422,"137 Hermitage Bridge, Wapping,",51.5036805748567,-0.0621521472930908
422,"137 Wapping,",51.5036805748567,-0.0621521472930908
422,"137 Execution Dock, Wapping,",51.5036805748567,-0.0621521472930908
422,"134 Wapping, [Directory error?]",51.5036805748567,-0.0621521472930908
423,"8 Dean St, Fetter Lane [residence]",51.5373936023088,-0.0955402851104736
423,"10 Dean St, Fetter Lane,",51.5373936023088,-0.0955402851104736
423,"Dean St, Fetter Lane",51.5373936023088,-0.0955402851104736
