source,target,relationship
3449,4600,SUPPLIED_TO
6352,6352,PARENT_OF
2773,2774,SUCCEEDED__BY
2773,3040,SEE_ALSO
2774,403,ASSOCIATED_WITH
2774,2773,TOOK_OVER_FROM
403,4480,PARENT_OF
403,1685,ASSOCIATED_WITH
403,1691,ASSOCIATED_WITH
403,9172,PARENT_OF
403,5477,UNCLE_AUNT_OF
4513,4513,HAD_APPRENTICE
4513,4508,APPRENTICED_TO
1662,4740,SEE_ALSO
135,279,HAD_APPRENTICE
135,116,APPRENTICED_TO
135,853,HAD_APPRENTICE
135,158,HAD_APPRENTICE
135,192,HAD_APPRENTICE
135,206,HAD_APPRENTICE
6354,6356,SUCCEEDED__BY
6356,6354,TOOK_OVER_FROM
6356,6357,SUCCEEDED__BY
6355,6357,TOOK_OVER_FROM
2000,4743,PARTNERSHIP
2000,8262,SUCCEEDED__BY
2000,6359,SEE_ALSO
2000,6361,SEE_ALSO
4743,2000,SEE_ALSO
6359,2000,SEE_ALSO
6359,6361,SUCCEEDED__BY
6359,4743,PARTNERSHIP
6361,6359,TOOK_OVER_FROM
6361,2000,SEE_ALSO
6361,4743,SEE_ALSO
8262,10550,PARENT_OF
8262,6659,TOOK_OVER_FROM
8262,2337,SPOUSE_OF
8262,8263,PARTNERSHIP
6360,6359,SUCCEEDED__BY
6360,2000,SEE_ALSO
6362,7332,SUPPLIED_BY
6362,7102,SUPPLIED_BY
7332,7333,SEE_ALSO
7332,4956,WORKED_FOR
7332,9357,PARENT_OF
3366,6363,SUCCEEDED__BY
4744,4600,SEE_ALSO
4744,6364,SEE_ALSO
4744,5029,WORKED_FOR
4744,8365,SUCCEEDED__BY
6364,8365,TOOK_OVER_FROM
6364,4744,SEE_ALSO
8365,4744,TOOK_OVER_FROM
5029,4744,EMPLOYED_BY
2801,2800,SEE_ALSO
2801,1419,SEE_ALSO
2800,3162,SEE_ALSO
2800,1419,TOOK_OVER_FROM
2800,2801,SEE_ALSO
3162,1419,SEE_ALSO
3162,2800,SEE_ALSO
1419,2801,SEE_ALSO
4745,4746,TOOK_OVER_FROM
4746,4745,SUCCEEDED__BY
6368,6367,TOOK_OVER_FROM
3067,2802,TOOK_OVER_FROM
3618,3647,TOOK_OVER_FROM
3618,3620,SEE_ALSO
3647,3163,SEE_ALSO
2803,9229,SEE_ALSO
2803,2634,ASSOCIATED_WITH
9229,4747,SEE_ALSO
4748,2803,SEE_ALSO
4748,4747,TOOK_OVER_FROM
4747,9229,SEE_ALSO
4747,4748,SUCCEEDED__BY
9828,3835,CHILD_OF
3835,8429,SEE_ALSO
8429,3835,SEE_ALSO
4568,1625,PARTNERSHIP
1625,6872,SEE_ALSO
1625,6876,SEE_ALSO
1625,1626,TOOK_OVER_FROM
1625,2978,SUCCEEDED__BY
3818,3834,SEE_ALSO
3834,3818,SEE_ALSO
9808,5814,SEE_ALSO
5814,3147,SEE_ALSO
6374,9187,SEE_ALSO
9187,6374,SEE_ALSO
10322,6378,SUCCEEDED__BY
6378,10322,TOOK_OVER_FROM
6377,6378,TOOK_OVER_FROM
2804,4754,SEE_ALSO
4754,2804,SEE_ALSO
8417,4755,SUCCEEDED__BY
4755,8417,TOOK_OVER_FROM
912,1021,APPRENTICED_TO
4020,8343,SUCCEEDED__BY
4020,6859,WORKED_FOR
4020,183,APPRENTICED_TO
6859,8119,ASSOCIATED_WITH
183,3777,HAD_APPRENTICE
183,3797,HAD_APPRENTICE
183,4020,HAD_APPRENTICE
183,2900,CHILD_OF
4759,3402,HAD_APPRENTICE
3402,2137,CHILD_OF
3402,4759,APPRENTICED_TO
4100,2028,SIBLING_OF
3493,2914,ASSOCIATED_WITH
3493,4100,TOOK_OVER_FROM
3161,2036,TOOK_OVER_FROM
2036,8491,TOOK_OVER_FROM
2036,1092,SEE_ALSO
6783,3161,SEE_ALSO
8563,7184,WORKED_FOR
7184,3694,TOOK_OVER_FROM
2503,858,SUCCEEDED__BY
2503,2504,SPOUSE_OF
858,2504,CHILD_OF
858,2503,TOOK_OVER_FROM
858,8943,HAD_APPRENTICE
858,8946,HAD_APPRENTICE
6022,3295,SEE_ALSO
8946,8944,ASSOCIATED_WITH
8946,749,WORKED_FOR
648,1788,SEE_ALSO
5359,5369,HAD_APPRENTICE
5359,2984,HAD_APPRENTICE
5359,272,APPRENTICED_TO
5369,5359,APPRENTICED_TO
2984,5359,APPRENTICED_TO
272,273,PARENT_OF
4761,1879,HAD_APPRENTICE
4761,4966,HAD_APPRENTICE
1879,4761,APPRENTICED_TO
704,5506,HAD_APPRENTICE
704,237,APPRENTICED_TO
704,5508,SUCCEEDED__BY
704,5505,HAD_APPRENTICE
704,1875,HAD_APPRENTICE
162,154,PARENT_OF
162,305,HAD_APPRENTICE
162,4050,SEE_ALSO
162,160,ASSOCIATED_WITH
154,162,TOOK_OVER_FROM
154,4050,SEE_ALSO
8456,4050,SEE_ALSO
8456,154,SEE_ALSO
4050,154,SEE_ALSO
4050,162,SEE_ALSO
305,1034,HAD_APPRENTICE
305,162,APPRENTICED_TO
5744,2603,PARTNERSHIP
5744,5745,SIBLING_OF
5744,432,APPRENTICED_TO
2603,432,TOOK_OVER_FROM
2603,188,TOOK_OVER_FROM
433,4600,SUPPLIED_TO
433,432,PARTNERSHIP
433,2603,SUCCEEDED__BY
5745,5744,SIBLING_OF
5745,2603,PARTNERSHIP
5745,432,CHILD_OF
188,4990,SAME_PREMISES_AS
188,7596,HAD_APPRENTICE
188,430,APPRENTICED_TO
188,2618,EMPLOYED_BY
188,5918,EMPLOYED_BY
188,432,TOOK_OVER_FROM
4990,2618,CHILD_OF
4990,188,SAME_PREMISES_AS
4990,2603,TOOK_OVER_FROM
7596,7597,TOOK_OVER_FROM
7596,188,APPRENTICED_TO
7596,6388,SEE_ALSO
2618,4990,SUCCEEDED__BY
5918,188,WORKED_FOR
5918,5917,SEE_ALSO
5918,5919,SEE_ALSO
5918,5916,SEE_ALSO
6388,188,TOOK_OVER_FROM
6389,6388,TOOK_OVER_FROM
6391,4766,TOOK_OVER_FROM
4766,4764,SUCCEEDED__BY
2808,6391,SEE_ALSO
2808,6392,SEE_ALSO
2808,4767,SEE_ALSO
6392,2808,SEE_ALSO
6392,10568,TOOK_OVER_FROM
6392,4767,SEE_ALSO
4767,4764,NEPHEW_NIECE_OF
4767,2808,SEE_ALSO
4767,4648,TOOK_OVER_FROM
4767,6392,SUCCEEDED__BY
4767,10131,EMPLOYED_BY
4767,4765,PARTNERSHIP
4764,4766,PARTNERSHIP
4648,4767,SUCCEEDED__BY
4765,4764,SUCCEEDED__BY
10568,10570,SAME_PREMISES_AS
10568,6974,SAME_PREMISES_AS
10570,6974,SUCCEEDED__BY
10570,10568,SAME_PREMISES_AS
6974,10570,TOOK_OVER_FROM
6974,6976,SEE_ALSO
6974,10568,SAME_PREMISES_AS
1091,423,APPRENTICED_TO
1091,6265,HAD_APPRENTICE
423,428,HAD_APPRENTICE
423,588,APPRENTICED_TO
423,2104,HAD_APPRENTICE
423,3385,HAD_APPRENTICE
423,1140,SEE_ALSO
9379,9380,SIBLING_OF
9379,4254,WORKED_FOR
9380,4254,WORKED_FOR
9380,9379,SIBLING_OF
9380,8703,WORKED_FOR
4254,9379,EMPLOYED_BY
4254,9378,ASSOCIATED_WITH
4254,3654,ASSOCIATED_WITH
4254,5723,EMPLOYED_BY
4254,4255,TOOK_OVER_FROM
4254,4768,SEE_ALSO
4254,2834,ASSOCIATED_WITH
4254,9380,PARENT_OF
4254,4268,HAD_APPRENTICE
4254,460,WORKED_FOR
3654,8303,ASSOCIATED_WITH
3654,3756,ASSOCIATED_WITH
3654,2093,ASSOCIATED_WITH
3654,4254,ASSOCIATED_WITH
3654,2900,SEE_ALSO
3654,494,SEE_ALSO
3654,183,SIBLING_OF
3654,909,ASSOCIATED_WITH
3654,8353,CHILD_OF
8703,9380,EMPLOYED_BY
8703,4254,TOOK_OVER_FROM
5723,4768,WORKED_FOR
4255,4254,SUCCEEDED__BY
2834,4743,ASSOCIATED_WITH
2834,4254,ASSOCIATED_WITH
4268,4254,APPRENTICED_TO
4268,9378,ASSOCIATED_WITH
4268,2121,SEE_ALSO
4268,3858,TOOK_OVER_FROM
4268,6422,EMPLOYED_BY
460,4254,EMPLOYED_BY
460,1956,SEE_ALSO
9194,8703,TOOK_OVER_FROM
8917,4770,SEE_ALSO
4770,8917,SEE_ALSO
6395,6396,TOOK_OVER_FROM
6396,6394,TOOK_OVER_FROM
6396,6395,SUCCEEDED__BY
6394,6396,SUCCEEDED__BY
1257,1331,ASSOCIATED_WITH
1257,1256,ASSOCIATED_WITH
1331,1257,ASSOCIATED_WITH
1256,1257,ASSOCIATED_WITH
4772,9567,HAD_APPRENTICE
4772,1812,SEE_ALSO
9567,4772,CHILD_OF
1812,4772,SEE_ALSO
6397,2618,SEE_ALSO
5396,9718,SUCCEEDED__BY
5743,8679,TOOK_OVER_FROM
5742,8679,SEE_ALSO
3950,1000,APPRENTICED_TO
3950,1864,HAD_APPRENTICE
1864,3955,HAD_APPRENTICE
1864,3950,APPRENTICED_TO
6399,6398,SEE_ALSO
6399,2809,SEE_ALSO
6398,2809,SEE_ALSO
6398,6399,SEE_ALSO
2809,6398,SEE_ALSO
2809,6399,SEE_ALSO
586,1156,HAD_APPRENTICE
1156,5770,SAME_PREMISES_AS
4775,4762,SAME_PREMISES_AS
8834,4775,TOOK_OVER_FROM
6410,1090,SEE_ALSO
1090,2032,PARENT_OF
1090,4776,SUCCEEDED__BY
6409,4531,TOOK_OVER_FROM
4531,2218,SEE_ALSO
4531,2217,SUCCEEDED__BY
2032,1090,SEE_ALSO
8575,6409,TOOK_OVER_FROM
4776,1090,TOOK_OVER_FROM
4776,2032,CHILD_OF
2033,4776,SEE_ALSO
2033,1090,SEE_ALSO
2813,2811,SEE_ALSO
2813,2812,SEE_ALSO
2811,2812,SEE_ALSO
2811,2813,SEE_ALSO
2811,2814,SEE_ALSO
2812,2813,SEE_ALSO
2812,2814,SEE_ALSO
2812,2811,SEE_ALSO
2812,9125,SUCCEEDED__BY
2814,2813,TOOK_OVER_FROM
2814,2811,SEE_ALSO
2814,2812,ASSOCIATED_WITH
9125,6412,SEE_ALSO
2816,2813,SEE_ALSO
2816,2812,ASSOCIATED_WITH
2816,2811,SEE_ALSO
6413,6165,TOOK_OVER_FROM
6412,9125,SEE_ALSO
2815,2811,SEE_ALSO
2815,2812,SEE_ALSO
2815,2814,SEE_ALSO
2815,2813,SEE_ALSO
2817,4777,SEE_ALSO
2817,4778,SEE_ALSO
4779,2604,TOOK_OVER_FROM
8328,3468,APPRENTICED_TO
3468,3469,TOOK_OVER_FROM
3468,8259,HAD_APPRENTICE
3468,3453,APPRENTICED_TO
3468,6664,HAD_APPRENTICE
3468,7269,HAD_APPRENTICE
3468,9548,SUCCEEDED__BY
603,588,APPRENTICED_TO
603,6025,CHILD_OF
603,5473,SIBLING_OF
6415,2818,SUCCEEDED__BY
2818,6415,TOOK_OVER_FROM
1805,3418,HAD_APPRENTICE
3418,7348,HAD_APPRENTICE
4780,548,APPRENTICED_TO
4780,6416,SEE_ALSO
6416,4780,SEE_ALSO
1236,1222,APPRENTICED_TO
1222,1223,ASSOCIATED_WITH
1222,1230,HAD_APPRENTICE
1222,173,APPRENTICED_TO
1222,1236,HAD_APPRENTICE
1222,10,HAD_APPRENTICE
1813,589,SEE_ALSO
589,1971,HAD_APPRENTICE
589,2034,PARENT_OF
589,3347,CHILD_OF
589,749,APPRENTICED_TO
589,1006,HAD_APPRENTICE
1971,589,APPRENTICED_TO
2034,589,APPRENTICED_TO
2507,2516,HAD_APPRENTICE
2507,3062,HAD_APPRENTICE
2507,9015,HAD_APPRENTICE
2507,2504,APPRENTICED_TO
3347,1301,APPRENTICED_TO
2681,1269,APPRENTICED_TO
1269,17,APPRENTICED_TO
1269,1320,HAD_APPRENTICE
1269,2681,HAD_APPRENTICE
1006,1851,SUCCEEDED__BY
10186,10461,SEE_ALSO
10461,10186,SEE_ALSO
10229,10461,SEE_ALSO
10229,10463,SUCCEEDED__BY
10229,10186,TOOK_OVER_FROM
10463,10462,SUCCEEDED__BY
6419,6418,SUCCEEDED__BY
9680,9910,SUCCEEDED__BY
6421,6420,SEE_ALSO
5746,111,ASSOCIATED_WITH
1320,1269,APPRENTICED_TO
342,547,HAD_APPRENTICE
342,166,APPRENTICED_TO
166,408,SUCCEEDED__BY
166,2867,HAD_APPRENTICE
166,1975,HAD_APPRENTICE
166,5752,HAD_APPRENTICE
166,165,APPRENTICED_TO
166,164,TOOK_OVER_FROM
166,342,HAD_APPRENTICE
166,2296,HAD_APPRENTICE
166,811,HAD_APPRENTICE
4784,2048,ASSOCIATED_WITH
2048,6540,SEE_ALSO
2048,4784,ASSOCIATED_WITH
6424,6423,TOOK_OVER_FROM
6424,4784,SEE_ALSO
6428,4786,TOOK_OVER_FROM
4479,4900,HAD_APPRENTICE
4479,9567,HAD_APPRENTICE
6430,2821,CHILD_OF
2821,6430,PARENT_OF
591,2821,SEE_ALSO
4292,4291,APPRENTICED_TO
4291,859,TOOK_OVER_FROM
4291,4292,HAD_APPRENTICE
9003,3996,APPRENTICED_TO
3996,3435,HAD_APPRENTICE
3996,2557,APPRENTICED_TO
798,1775,APPRENTICED_TO
1775,4054,CHILD_OF
1775,5330,HAD_APPRENTICE
1775,798,HAD_APPRENTICE
1775,1776,SPOUSE_OF
1775,1774,CHILD_OF
3624,3837,TOOK_OVER_FROM
4789,4859,WORKED_FOR
3951,3952,APPRENTICED_TO
3952,3951,HAD_APPRENTICE
3952,4006,APPRENTICED_TO
4006,4007,SPOUSE_OF
4006,3952,HAD_APPRENTICE
928,929,SEE_ALSO
929,928,SEE_ALSO
929,913,SEE_ALSO
4793,5246,TOOK_OVER_FROM
4793,5017,ASSOCIATED_WITH
4793,5088,ASSOCIATED_WITH
8647,1802,SEE_ALSO
8647,8654,SUCCEEDED__BY
1802,593,SEE_ALSO
8654,9583,SUCCEEDED__BY
8654,8647,TOOK_OVER_FROM
9583,8654,TOOK_OVER_FROM
9316,9321,CHILD_OF
9316,9322,SIBLING_OF
9316,7395,PARTNERSHIP
6437,6468,TOOK_OVER_FROM
6468,6437,SUCCEEDED__BY
3991,280,APPRENTICED_TO
280,3991,HAD_APPRENTICE
280,232,WORKED_FOR
280,218,ASSOCIATED_WITH
4790,5749,SEE_ALSO
5749,4790,SEE_ALSO
5542,1231,HAD_APPRENTICE
5542,886,TOOK_OVER_FROM
6440,4797,TOOK_OVER_FROM
5119,4797,TOOK_OVER_FROM
595,2036,SUCCEEDED__BY
595,393,SEE_ALSO
1526,1525,CHILD_OF
1526,444,SUCCEEDED__BY
1526,1599,SEE_ALSO
1525,1599,SEE_ALSO
1525,1526,PARENT_OF
1599,1525,SEE_ALSO
1599,1526,SEE_ALSO
2824,2825,SEE_ALSO
2825,2824,SEE_ALSO
444,1526,TOOK_OVER_FROM
393,595,SEE_ALSO
8506,2036,SAME_PREMISES_AS
2827,2824,SEE_ALSO
8491,2036,SUCCEEDED__BY
8491,595,TOOK_OVER_FROM
6444,6445,SUCCEEDED__BY
6444,7350,TOOK_OVER_FROM
6445,6444,TOOK_OVER_FROM
10133,6444,TOOK_OVER_FROM
7350,2191,UNKNOWN_RELATION
7350,6444,SUCCEEDED__BY
6447,6960,SUCCEEDED__BY
6576,295,HAD_APPRENTICE
295,192,ASSOCIATED_WITH
295,296,SUCCEEDED__BY
295,6576,APPRENTICED_TO
295,304,ASSOCIATED_WITH
295,396,ASSOCIATED_WITH
4603,4602,SAME_PREMISES_AS
6448,6449,SEE_ALSO
6449,6448,SEE_ALSO
927,5383,HAD_APPRENTICE
5383,927,APPRENTICED_TO
694,927,SEE_ALSO
6577,6578,HAD_APPRENTICE
6578,6577,APPRENTICED_TO
596,728,APPRENTICED_TO
1329,189,ASSOCIATED_WITH
189,146,APPRENTICED_TO
189,178,ASSOCIATED_WITH
189,191,ASSOCIATED_WITH
6454,5007,SUCCEEDED__BY
3391,5481,APPRENTICED_TO
5481,5402,HAD_APPRENTICE
5481,3391,HAD_APPRENTICE
4804,9505,SEE_ALSO
9505,4804,SEE_ALSO
5751,4805,SEE_ALSO
1323,1457,APPRENTICED_TO
1323,1322,SEE_ALSO
1322,1323,SEE_ALSO
352,147,SEE_ALSO
147,352,SEE_ALSO
147,5,HAD_APPRENTICE
8344,8345,SEE_ALSO
8345,8344,SEE_ALSO
360,155,SEE_ALSO
360,166,APPRENTICED_TO
311,155,APPRENTICED_TO
174,396,ASSOCIATED_WITH
174,311,SAME_PREMISES_AS
174,155,SAME_PREMISES_AS
174,293,ASSOCIATED_WITH
174,312,ASSOCIATED_WITH
174,518,SUCCEEDED__BY
174,545,HAD_APPRENTICE
174,218,APPRENTICED_TO
286,129,ASSOCIATED_WITH
286,293,HAD_APPRENTICE
286,155,EMPLOYED_BY
286,402,HAD_APPRENTICE
815,155,TOOK_OVER_FROM
8493,4808,SEE_ALSO
4808,8493,SEE_ALSO
9809,4808,SEE_ALSO
6460,6459,SEE_ALSO
597,3530,SEE_ALSO
597,3529,SEE_ALSO
3530,3529,SEE_ALSO
3530,597,SEE_ALSO
3529,3530,SEE_ALSO
3529,597,SEE_ALSO
65,63,ASSOCIATED_WITH
5120,9303,SUCCEEDED__BY
5120,9302,PARTNERSHIP
5120,8793,SIBLING_OF
427,165,APPRENTICED_TO
427,366,SEE_ALSO
427,293,SEE_ALSO
427,1363,SEE_ALSO
427,3304,SEE_ALSO
427,426,SUCCEEDED__BY
427,164,WORKED_FOR
2867,4041,HAD_APPRENTICE
2867,1572,HAD_APPRENTICE
2867,3568,HAD_APPRENTICE
2867,166,APPRENTICED_TO
1975,166,APPRENTICED_TO
5212,828,SEE_ALSO
828,1511,HAD_APPRENTICE
828,637,APPRENTICED_TO
5752,166,APPRENTICED_TO
164,377,ASSOCIATED_WITH
164,427,EMPLOYED_BY
164,165,TOOK_OVER_FROM
164,641,ASSOCIATED_WITH
164,857,ASSOCIATED_WITH
164,10,ASSOCIATED_WITH
164,166,SUCCEEDED__BY
9004,2442,APPRENTICED_TO
1004,8,SEE_ALSO
811,166,APPRENTICED_TO
2605,2606,TOOK_OVER_FROM
2606,2605,SUCCEEDED__BY
377,674,ASSOCIATED_WITH
377,1297,PARENT_OF
377,10,APPRENTICED_TO
377,728,HAD_APPRENTICE
377,8956,HAD_APPRENTICE
377,164,ASSOCIATED_WITH
377,641,ASSOCIATED_WITH
857,164,ASSOCIATED_WITH
857,514,APPRENTICED_TO
857,1300,ASSOCIATED_WITH
10,1317,HAD_APPRENTICE
10,1230,ASSOCIATED_WITH
10,1222,APPRENTICED_TO
10,1236,ASSOCIATED_WITH
10,377,HAD_APPRENTICE
10,182,PARENT_OF
598,4028,SEE_ALSO
4028,207,APPRENTICED_TO
4028,598,SEE_ALSO
187,279,APPRENTICED_TO
187,5435,CHILD_OF
187,511,ASSOCIATED_WITH
187,702,HAD_APPRENTICE
187,4294,HAD_APPRENTICE
279,127,ASSOCIATED_WITH
279,187,HAD_APPRENTICE
279,135,APPRENTICED_TO
279,40,ASSOCIATED_WITH
702,859,HAD_APPRENTICE
702,165,ASSOCIATED_WITH
702,187,APPRENTICED_TO
702,2450,HAD_APPRENTICE
4294,847,HAD_APPRENTICE
4294,672,HAD_APPRENTICE
4294,4297,HAD_APPRENTICE
4294,187,APPRENTICED_TO
5757,4811,SUCCEEDED__BY
4811,5757,SEE_ALSO
2831,4600,SUPPLIED_TO
2831,4810,SEE_ALSO
6466,4812,CHILD_OF
6467,4812,TOOK_OVER_FROM
4815,5567,TOOK_OVER_FROM
5567,909,SEE_ALSO
5567,4815,SUCCEEDED__BY
4816,4815,TOOK_OVER_FROM
9030,165,ASSOCIATED_WITH
621,5,WORKED_FOR
621,4052,WORKED_FOR
4052,5427,SEE_ALSO
6469,6470,SUCCEEDED__BY
6469,909,WORKED_FOR
6470,6469,TOOK_OVER_FROM
8681,6469,CHILD_OF
909,910,SEE_ALSO
909,3654,ASSOCIATED_WITH
4818,8638,TOOK_OVER_FROM
2833,4818,SEE_ALSO
2833,2847,SEE_ALSO
2833,8638,SUCCEEDED__BY
2847,2833,SEE_ALSO
3628,2832,SEE_ALSO
6474,2833,SEE_ALSO
5121,9639,SUCCEEDED__BY
5121,4975,TOOK_OVER_FROM
9639,5121,CHILD_OF
4975,5121,SUCCEEDED__BY
1315,273,HAD_APPRENTICE
1315,1375,HAD_APPRENTICE
1375,6215,HAD_APPRENTICE
1375,674,PARENT_OF
1375,1315,APPRENTICED_TO
1375,1382,HAD_APPRENTICE
1375,1374,HAD_APPRENTICE
1375,1390,HAD_APPRENTICE
1375,5393,HAD_APPRENTICE
2608,2322,SEE_ALSO
2608,325,TOOK_OVER_FROM
2322,2323,TOOK_OVER_FROM
2322,325,SEE_ALSO
4318,1094,APPRENTICED_TO
4318,6705,SEE_ALSO
2547,7061,SEE_ALSO
2547,7062,SEE_ALSO
2547,2239,HAD_APPRENTICE
2037,1094,CHILD_OF
2037,1819,TOOK_OVER_FROM
294,4196,SUCCEEDED__BY
294,768,WORKED_FOR
1819,2037,SUCCEEDED__BY
1819,1094,TOOK_OVER_FROM
2312,6166,HAD_APPRENTICE
768,8190,SUCCEEDED__BY
768,4196,ASSOCIATED_WITH
768,4057,SEE_ALSO
768,5760,HAD_APPRENTICE
768,294,EMPLOYED_BY
8826,2661,SEE_ALSO
276,3373,HAD_APPRENTICE
276,837,HAD_APPRENTICE
276,829,HAD_APPRENTICE
276,319,HAD_APPRENTICE
276,824,HAD_APPRENTICE
276,731,APPRENTICED_TO
276,236,ASSOCIATED_WITH
4821,2915,HAD_APPRENTICE
829,2125,SEE_ALSO
829,3581,SEE_ALSO
824,353,UNKNOWN_RELATION
731,2729,HAD_APPRENTICE
731,2687,SPOUSE_OF
731,448,APPRENTICED_TO
731,276,HAD_APPRENTICE
2505,94,APPRENTICED_TO
2531,2535,HAD_APPRENTICE
2535,2531,APPRENTICED_TO
2535,1883,HAD_APPRENTICE
3485,198,SEE_ALSO
198,17,APPRENTICED_TO
198,3485,SEE_ALSO
9118,6482,TOOK_OVER_FROM
6483,6177,EMPLOYED_BY
6484,6483,TOOK_OVER_FROM
6485,6483,TOOK_OVER_FROM
2835,2841,SEE_ALSO
6487,6488,SEE_ALSO
6487,6490,SEE_ALSO
6488,6490,SEE_ALSO
6488,6487,SEE_ALSO
6489,3497,CHILD_OF
6489,10319,PARENT_OF
6489,10318,PARENT_OF
3497,3531,ASSOCIATED_WITH
3497,6489,PARENT_OF
3497,10318,PARENT_OF
10319,10318,SIBLING_OF
10318,10319,SIBLING_OF
3531,2321,CHILD_OF
3531,2319,SEE_ALSO
6486,6491,SUCCEEDED__BY
6491,6486,TOOK_OVER_FROM
5402,5481,APPRENTICED_TO
6494,4245,ASSOCIATED_WITH
491,6495,PARENT_OF
491,8391,HAD_APPRENTICE
491,4827,SUCCEEDED__BY
6495,6496,SUCCEEDED__BY
6495,491,CHILD_OF
2041,4827,SEE_ALSO
2041,4498,SEE_ALSO
4498,2394,APPRENTICED_TO
6497,6495,SUCCEEDED__BY
6497,4827,TOOK_OVER_FROM
4829,4828,SUCCEEDED__BY
2609,1021,APPRENTICED_TO
2609,605,ASSOCIATED_WITH
2609,2259,HAD_APPRENTICE
2609,2858,HAD_APPRENTICE
605,1021,APPRENTICED_TO
605,337,HAD_APPRENTICE
605,2170,HAD_APPRENTICE
605,3376,HAD_APPRENTICE
605,2737,HAD_APPRENTICE
605,430,WORKED_FOR
605,2799,HAD_APPRENTICE
605,1576,HAD_APPRENTICE
2259,4257,FATHER_IN_LAW_OF
2259,2609,APPRENTICED_TO
2259,4583,PARTNERSHIP
2858,3499,HAD_APPRENTICE
10373,8520,SEE_ALSO
8520,10373,CHILD_OF
1144,1143,SEE_ALSO
1144,924,SEE_ALSO
1143,1144,SEE_ALSO
1143,924,SEE_ALSO
924,1144,SEE_ALSO
924,1143,SEE_ALSO
3506,3629,SEE_ALSO
3629,3506,SEE_ALSO
2042,4600,SUPPLIED_TO
2042,4832,SEE_ALSO
3630,896,SEE_ALSO
5546,1702,SPOUSE_OF
1702,5546,SPOUSE_OF
6500,10010,SUCCEEDED__BY
10213,6502,TOOK_OVER_FROM
6502,10213,SUCCEEDED__BY
6502,4293,SEE_ALSO
6502,6501,SEE_ALSO
4833,6501,SUCCEEDED__BY
6501,6502,SEE_ALSO
6501,4833,TOOK_OVER_FROM
4293,1072,APPRENTICED_TO
1816,1817,SUCCEEDED__BY
1816,1815,SEE_ALSO
1816,823,SEE_ALSO
1817,1815,SEE_ALSO
1817,823,SEE_ALSO
1818,823,SEE_ALSO
1818,1817,SEE_ALSO
1818,1815,SEE_ALSO
1818,3575,SEE_ALSO
823,1815,SEE_ALSO
823,1816,SEE_ALSO
823,1817,SEE_ALSO
1815,1817,SEE_ALSO
1815,823,SEE_ALSO
3575,1818,CHILD_OF
3575,6503,SEE_ALSO
6503,3575,SEE_ALSO
10434,6503,TOOK_OVER_FROM
5506,704,APPRENTICED_TO
5506,5507,ASSOCIATED_WITH
5507,704,APPRENTICED_TO
5507,5506,ASSOCIATED_WITH
1774,4054,SPOUSE_OF
1774,3981,APPRENTICED_TO
3981,3982,SPOUSE_OF
1776,1775,SPOUSE_OF
5330,4902,HAD_APPRENTICE
5330,2137,APPRENTICED_TO
9055,9056,SEE_ALSO
9056,9055,SEE_ALSO
9056,9097,SEE_ALSO
9056,9098,SEE_ALSO
9056,9099,SUCCEEDED__BY
9056,9096,SEE_ALSO
9097,9096,SEE_ALSO
9097,9056,SEE_ALSO
9096,9056,SEE_ALSO
9099,9056,TOOK_OVER_FROM
9099,9098,SUCCEEDED__BY
5123,9056,SEE_ALSO
1850,551,ASSOCIATED_WITH
923,8777,HAD_APPRENTICE
923,2541,HAD_APPRENTICE
923,923,HAD_APPRENTICE
6506,6507,SEE_ALSO
5426,167,SEE_ALSO
5426,4890,HAD_APPRENTICE
5426,832,CHILD_OF
167,4838,SEE_ALSO
167,1849,SEE_ALSO
167,832,SEE_ALSO
167,1848,SEE_ALSO
4838,832,PARENT_OF
4838,1848,SUCCEEDED__BY
1053,2836,SEE_ALSO
1053,2839,SEE_ALSO
1053,2840,SEE_ALSO
2836,1054,SUCCEEDED__BY
2836,1055,SEE_ALSO
2836,1053,SEE_ALSO
2839,1053,SEE_ALSO
2839,9640,SEE_ALSO
2839,2836,SEE_ALSO
2839,1055,TOOK_OVER_FROM
2840,1055,TOOK_OVER_FROM
2840,2839,SEE_ALSO
2840,2836,SEE_ALSO
1054,1053,SUCCEEDED__BY
1054,1055,SEE_ALSO
1054,2839,SEE_ALSO
1054,2836,SEE_ALSO
1055,2839,SUCCEEDED__BY
1055,2836,SEE_ALSO
1055,1053,SEE_ALSO
1849,1848,SEE_ALSO
1849,832,SEE_ALSO
1849,167,TOOK_OVER_FROM
1848,832,SEE_ALSO
1848,167,SEE_ALSO
832,1848,SEE_ALSO
832,5426,PARENT_OF
832,4838,CHILD_OF
832,3324,SUCCEEDED__BY
832,167,SEE_ALSO
2838,5426,SEE_ALSO
4051,272,APPRENTICED_TO
4051,5371,HAD_APPRENTICE
2479,5371,SEE_ALSO
2837,2841,SEE_ALSO
4890,4837,SEE_ALSO
4890,5426,APPRENTICED_TO
4890,4493,CHILD_OF
4890,832,SEE_ALSO
3324,832,SAME_PREMISES_AS
4837,832,SEE_ALSO
1847,1849,SEE_ALSO
1847,167,SEE_ALSO
1847,832,SEE_ALSO
6508,2838,SEE_ALSO
2724,2724,HAD_APPRENTICE
6510,2835,TOOK_OVER_FROM
6510,2841,SUCCEEDED__BY
6512,6461,SAME_PREMISES_AS
5124,10206,SUCCEEDED__BY
3870,3924,SUCCEEDED__BY
