source,target,relationship
8966,7184,SUCCEEDED__BY
1239,237,ASSOCIATED_WITH
1239,805,ASSOCIATED_WITH
237,704,HAD_APPRENTICE
237,289,WORKED_FOR
237,1945,HAD_APPRENTICE
237,699,ASSOCIATED_WITH
235,200,SEE_ALSO
235,1199,SEE_ALSO
200,5990,HAD_APPRENTICE
200,336,ASSOCIATED_WITH
200,282,SUCCEEDED__BY
1199,235,SEE_ALSO
2919,1962,APPRENTICED_TO
1962,2868,SEE_ALSO
1962,1573,TOOK_OVER_FROM
3967,2590,APPRENTICED_TO
3967,2396,WORKED_FOR
2590,4004,HAD_APPRENTICE
2590,7052,HAD_APPRENTICE
2590,3967,HAD_APPRENTICE
2590,2423,HAD_APPRENTICE
2590,4011,HAD_APPRENTICE
5419,5420,PARTNERSHIP
10135,5419,SEE_ALSO
5021,2134,SAME_PREMISES_AS
2134,2135,SEE_ALSO
2134,4162,SUCCEEDED__BY
477,8899,SUCCEEDED__BY
477,908,PARENT_OF
477,1189,PARENT_OF
8899,908,SIBLING_OF
8899,477,TOOK_OVER_FROM
8899,1189,SIBLING_OF
908,477,CHILD_OF
908,1189,SIBLING_OF
908,8899,SIBLING_OF
1189,477,CHILD_OF
1189,908,SIBLING_OF
1189,8899,SIBLING_OF
5022,8510,SAME_PREMISES_AS
8510,7439,PARTNERSHIP
8510,2204,CHILD_OF
6858,6857,SEE_ALSO
6857,6858,SEE_ALSO
783,749,APPRENTICED_TO
8119,6859,ASSOCIATED_WITH
10029,9791,PARTNERSHIP
9791,10018,TOOK_OVER_FROM
10018,10029,PARENT_OF
10018,9791,SUCCEEDED__BY
9544,8667,TOOK_OVER_FROM
6861,4439,SEE_ALSO
4439,6861,SEE_ALSO
2931,2930,SUCCEEDED__BY
2930,2931,TOOK_OVER_FROM
261,646,SEE_ALSO
36,7500,HAD_APPRENTICE
8716,2932,SUCCEEDED__BY
2932,2933,SEE_ALSO
2933,2932,SEE_ALSO
6867,6866,SEE_ALSO
10361,10327,SUCCEEDED__BY
1597,622,APPRENTICED_TO
6892,4265,TOOK_OVER_FROM
9219,430,WORKED_FOR
6895,6894,SEE_ALSO
6894,6895,SEE_ALSO
1706,4139,SEE_ALSO
515,1625,SEE_ALSO
515,523,SEE_ALSO
515,396,SEE_ALSO
515,1626,SEE_ALSO
6873,9664,SUCCEEDED__BY
9664,6873,TOOK_OVER_FROM
523,295,PARTNERSHIP
523,515,SEE_ALSO
523,396,SEE_ALSO
8602,319,SEE_ALSO
1626,2978,PARTNERSHIP
1626,5236,HAD_APPRENTICE
1626,5207,HAD_APPRENTICE
1626,1625,SUCCEEDED__BY
1626,1553,CHILD_OF
1626,2685,APPRENTICED_TO
2978,1626,PARTNERSHIP
2978,1625,TOOK_OVER_FROM
271,511,HAD_APPRENTICE
271,502,FATHER_IN_LAW_OF
271,271,HAD_APPRENTICE
271,3517,HAD_APPRENTICE
271,514,HAD_APPRENTICE
271,436,HAD_APPRENTICE
271,1275,HAD_APPRENTICE
271,315,APPRENTICED_TO
5030,4600,CHILD_OF
5207,1626,CHILD_OF
5207,9202,SIBLING_OF
5207,2978,PARTNERSHIP
4575,1446,CHILD_OF
3278,4600,SUPPLIED_BY
3278,8320,SEE_ALSO
3278,1050,SEE_ALSO
3278,3277,SEE_ALSO
3109,4600,SUPPLIED_TO
3109,2224,SEE_ALSO
3109,3108,TOOK_OVER_FROM
2206,4600,SUPPLIED_TO
2206,254,TOOK_OVER_FROM
2205,3452,SEE_ALSO
2205,5607,SEE_ALSO
2205,4600,ASSOCIATED_WITH
678,2289,SEE_ALSO
678,1436,SEE_ALSO
678,1897,SEE_ALSO
678,3296,SEE_ALSO
678,7188,SEE_ALSO
678,677,SEE_ALSO
678,4600,SUPPLIED_TO
2934,1446,CHILD_OF
2934,4600,SUPPLIED_TO
3568,2867,APPRENTICED_TO
1553,1626,PARENT_OF
6872,1625,SEE_ALSO
6872,2978,SEE_ALSO
6872,6876,SEE_ALSO
1233,870,APPRENTICED_TO
870,1233,HAD_APPRENTICE
870,1209,HAD_APPRENTICE
870,5590,HAD_APPRENTICE
8942,2514,APPRENTICED_TO
8942,749,WORKED_FOR
9202,1626,CHILD_OF
9202,5207,SIBLING_OF
2363,3464,HAD_APPRENTICE
3464,2556,WORKED_FOR
3464,2363,APPRENTICED_TO
2685,1626,HAD_APPRENTICE
2685,3744,APPRENTICED_TO
1572,2867,APPRENTICED_TO
1572,4044,HAD_APPRENTICE
1572,2962,HAD_APPRENTICE
1572,4043,HAD_APPRENTICE
1572,5575,HAD_APPRENTICE
1572,2226,HAD_APPRENTICE
1572,1923,HAD_APPRENTICE
6871,6872,SEE_ALSO
6879,6878,SEE_ALSO
2592,2480,HAD_APPRENTICE
2592,3225,HAD_APPRENTICE
2592,2400,TOOK_OVER_FROM
2592,3363,HAD_APPRENTICE
2592,3474,HAD_APPRENTICE
3474,3475,PARENT_OF
3474,4005,HAD_APPRENTICE
3474,8234,SUCCEEDED__BY
3474,539,APPRENTICED_TO
169,5556,PARENT_OF
169,395,ASSOCIATED_WITH
169,602,ASSOCIATED_WITH
169,5557,PARTNERSHIP
169,2399,SIBLING_OF
169,207,ASSOCIATED_WITH
5556,5557,PARTNERSHIP
5556,169,CHILD_OF
5557,169,PARTNERSHIP
5032,2280,APPRENTICED_TO
2280,4175,HAD_APPRENTICE
2280,5518,HAD_APPRENTICE
2280,3501,HAD_APPRENTICE
2280,2456,HAD_APPRENTICE
2280,10287,HAD_APPRENTICE
2280,5504,APPRENTICED_TO
8704,715,SEE_ALSO
2937,2936,SEE_ALSO
2936,2937,SEE_ALSO
9220,430,WORKED_FOR
2515,2504,APPRENTICED_TO
525,1625,SEE_ALSO
525,1446,TOOK_OVER_FROM
525,4600,SEE_ALSO
525,4575,SEE_ALSO
525,2934,SEE_ALSO
525,6877,SEE_ALSO
2114,1625,SEE_ALSO
2114,1626,SEE_ALSO
9204,2978,SEE_ALSO
8582,8370,APPRENTICED_TO
2402,324,HAD_APPRENTICE
2402,2401,PARENT_OF
2402,3968,PARENT_OF
2402,3969,SPOUSE_OF
2402,2558,APPRENTICED_TO
2402,2557,HAD_APPRENTICE
3969,2402,SPOUSE_OF
3969,3968,PARENT_OF
3969,2401,PARENT_OF
3968,2401,SIBLING_OF
3968,3969,CHILD_OF
3968,2402,CHILD_OF
2401,324,APPRENTICED_TO
2401,2402,CHILD_OF
2401,3969,CHILD_OF
1417,1538,SEE_ALSO
2558,2377,APPRENTICED_TO
2558,2557,SEE_ALSO
2558,2402,HAD_APPRENTICE
2558,2556,SEE_ALSO
2557,2405,HAD_APPRENTICE
2557,3996,HAD_APPRENTICE
2557,2426,HAD_APPRENTICE
2557,2556,SEE_ALSO
2557,2558,SEE_ALSO
2557,2430,HAD_APPRENTICE
2557,2573,HAD_APPRENTICE
2557,2402,APPRENTICED_TO
10192,9545,TOOK_OVER_FROM
10019,10118,TOOK_OVER_FROM
1974,1578,SEE_ALSO
2998,2404,TOOK_OVER_FROM
2404,2998,SUCCEEDED__BY
1235,884,SPOUSE_OF
884,1235,SPOUSE_OF
649,551,ASSOCIATED_WITH
8954,749,WORKED_FOR
2115,2858,HAD_APPRENTICE
2116,2115,TOOK_OVER_FROM
1945,237,WORKED_FOR
699,237,ASSOCIATED_WITH
801,289,SPOUSE_OF
801,54,EMPLOYED_BY
6901,5039,TOOK_OVER_FROM
5039,6901,SUCCEEDED__BY
5218,5038,SEE_ALSO
5042,4141,SAME_PREMISES_AS
4141,5042,SAME_PREMISES_AS
5040,4141,SEE_ALSO
2405,698,APPRENTICED_TO
4401,2471,APPRENTICED_TO
3800,744,SEE_ALSO
1015,42,APPRENTICED_TO
1015,5045,SUCCEEDED__BY
5045,8828,TOOK_OVER_FROM
1500,650,HAD_APPRENTICE
650,1500,APPRENTICED_TO
2732,122,SPOUSE_OF
1481,3800,SEE_ALSO
1481,744,SEE_ALSO
1871,1927,APPRENTICED_TO
5558,880,CHILD_OF
1163,1912,SUCCEEDED__BY
1163,1911,SEE_ALSO
1912,1163,TOOK_OVER_FROM
1912,1911,SUCCEEDED__BY
1911,1912,TOOK_OVER_FROM
1911,1163,SEE_ALSO
4489,3420,CHILD_OF
3420,1728,APPRENTICED_TO
3420,4489,PARENT_OF
1728,1904,SEE_ALSO
1728,1906,SEE_ALSO
1728,1905,SEE_ALSO
1728,3420,HAD_APPRENTICE
1728,3419,HAD_APPRENTICE
1728,1903,SEE_ALSO
6906,197,ASSOCIATED_WITH
320,343,SEE_ALSO
320,514,SEE_ALSO
514,857,HAD_APPRENTICE
514,271,APPRENTICED_TO
514,9014,HAD_APPRENTICE
514,511,ASSOCIATED_WITH
5070,15,SUCCEEDED__BY
5070,9936,SEE_ALSO
3517,271,APPRENTICED_TO
5072,5071,TOOK_OVER_FROM
5071,4143,TOOK_OVER_FROM
9936,15,PARTNERSHIP
315,402,ASSOCIATED_WITH
315,1300,HAD_APPRENTICE
315,271,HAD_APPRENTICE
315,1224,APPRENTICED_TO
315,702,ASSOCIATED_WITH
315,286,APPRENTICED_TO
4267,5070,SEE_ALSO
4267,15,TOOK_OVER_FROM
4267,4196,ASSOCIATED_WITH
4196,294,TOOK_OVER_FROM
4196,15,ASSOCIATED_WITH
4196,768,WORKED_FOR
839,839,CHILD_OF
839,1447,SUCCEEDED__BY
1447,839,TOOK_OVER_FROM
1447,2335,SEE_ALSO
1447,2209,PARTNERSHIP
1874,839,TOOK_OVER_FROM
347,164,ASSOCIATED_WITH
347,434,SUCCEEDED__BY
347,182,ASSOCIATED_WITH
347,857,ASSOCIATED_WITH
347,8776,ASSOCIATED_WITH
347,377,ASSOCIATED_WITH
434,502,APPRENTICED_TO
434,813,SUCCEEDED__BY
1873,422,APPRENTICED_TO
5559,5365,SEE_ALSO
1356,1357,HAD_APPRENTICE
1356,738,APPRENTICED_TO
1357,1356,APPRENTICED_TO
1357,1872,PARENT_OF
1357,2696,PARENT_OF
1872,6909,PARENT_OF
1872,1357,CHILD_OF
1872,6910,SUCCEEDED__BY
6909,1872,CHILD_OF
6909,6910,PARTNERSHIP
6910,1872,TOOK_OVER_FROM
1876,1872,SUCCEEDED__BY
1876,1357,TOOK_OVER_FROM
2696,1876,SEE_ALSO
2696,1356,SEE_ALSO
2696,1872,SIBLING_OF
2696,1357,CHILD_OF
6912,6962,SEE_ALSO
6962,915,SAME_PREMISES_AS
6962,6963,SUCCEEDED__BY
1968,400,SEE_ALSO
1968,8975,SEE_ALSO
400,8975,SEE_ALSO
6913,5711,WORKED_FOR
6913,10167,PARTNERSHIP
6913,538,SEE_ALSO
5711,8155,ASSOCIATED_WITH
5711,8903,SUCCEEDED__BY
10167,6913,TOOK_OVER_FROM
9799,5078,SEE_ALSO
5078,9799,SEE_ALSO
6915,6914,SUCCEEDED__BY
2383,2356,ASSOCIATED_WITH
2356,499,ASSOCIATED_WITH
2356,2383,ASSOCIATED_WITH
3303,175,TOOK_OVER_FROM
3303,270,SUCCEEDED__BY
4039,175,APPRENTICED_TO
4039,346,PARENT_OF
10540,10541,SIBLING_OF
10540,9058,SEE_ALSO
10540,4379,PARTNERSHIP
10540,10544,PARTNERSHIP
10540,10542,SIBLING_OF
10540,1241,CHILD_OF
10541,10542,SIBLING_OF
10541,1241,CHILD_OF
10541,10540,SIBLING_OF
10542,10541,SIBLING_OF
10542,10542,PARENT_OF
10542,4379,PARTNERSHIP
10542,1241,CHILD_OF
10542,10540,SIBLING_OF
10542,10544,PARTNERSHIP
1241,10542,PARENT_OF
1241,3456,WORKED_FOR
1241,10543,SUCCEEDED__BY
1241,3454,WORKED_FOR
1241,10541,PARENT_OF
9058,4379,TOOK_OVER_FROM
4379,10543,TOOK_OVER_FROM
4379,10544,SUCCEEDED__BY
4379,1241,PARTNERSHIP
4379,9058,SEE_ALSO
10544,4379,TOOK_OVER_FROM
10544,9058,SUCCEEDED__BY
3456,3455,CHILD_OF
10543,4379,SUCCEEDED__BY
10543,1241,TOOK_OVER_FROM
3454,461,SUCCEEDED__BY
3454,3455,TOOK_OVER_FROM
10545,10542,SEE_ALSO
10545,10544,SEE_ALSO
1474,2939,SEE_ALSO
2939,1474,SEE_ALSO
2939,3669,UNKNOWN_RELATION
3669,2939,SEE_ALSO
3669,3670,PARTNERSHIP
3670,3669,SEE_ALSO
3671,3669,SEE_ALSO
5447,3669,TOOK_OVER_FROM
9519,9393,SEE_ALSO
9393,9519,SEE_ALSO
5504,2541,APPRENTICED_TO
5504,2280,HAD_APPRENTICE
10413,5085,TOOK_OVER_FROM
5085,9977,SEE_ALSO
5085,10413,SEE_ALSO
5085,3331,TOOK_OVER_FROM
2118,325,APPRENTICED_TO
10022,10413,SEE_ALSO
10022,5085,SEE_ALSO
1339,140,APPRENTICED_TO
9665,6923,SEE_ALSO
6923,9665,SEE_ALSO
5086,3490,SEE_ALSO
5086,5804,ASSOCIATED_WITH
5804,5086,ASSOCIATED_WITH
887,272,HAD_APPRENTICE
1875,704,APPRENTICED_TO
5508,3557,HAD_APPRENTICE
5508,704,SPOUSE_OF
3557,5508,TOOK_OVER_FROM
3557,704,APPRENTICED_TO
4488,4562,HAD_APPRENTICE
4562,4488,APPRENTICED_TO
2942,6926,SEE_ALSO
2942,2941,SEE_ALSO
2942,1164,SEE_ALSO
2942,2943,SEE_ALSO
6926,1164,SEE_ALSO
6926,2942,SEE_ALSO
2941,1164,SEE_ALSO
2941,6926,SEE_ALSO
2941,2943,SEE_ALSO
2941,2942,SEE_ALSO
1164,6926,SEE_ALSO
1164,2943,SEE_ALSO
1164,2942,SEE_ALSO
1164,2941,SEE_ALSO
2943,1164,SEE_ALSO
2943,6926,SEE_ALSO
2943,2942,SEE_ALSO
2943,2941,SEE_ALSO
2121,2119,SEE_ALSO
2121,2120,SEE_ALSO
2120,2119,SEE_ALSO
2123,2121,SEE_ALSO
5353,551,SUBCONTRACTOR_TO
5353,430,WORKED_FOR
9995,10072,SEE_ALSO
9355,9361,EMPLOYED_BY
9355,4252,WORKED_FOR
9355,4269,WORKED_FOR
9355,6929,SEE_ALSO
9361,8139,ASSOCIATED_WITH
9361,9355,WORKED_FOR
9361,6929,WORKED_FOR
6929,4269,TOOK_OVER_FROM
8934,544,SUCCEEDED__BY
8934,545,TOOK_OVER_FROM
1306,10,APPRENTICED_TO
1306,421,APPRENTICED_TO
1306,1382,HAD_APPRENTICE
1306,182,APPRENTICED_TO
2124,4145,SUCCEEDED__BY
2124,2945,SEE_ALSO
4145,2124,TOOK_OVER_FROM
2945,2124,SEE_ALSO
4404,4215,SAME_PREMISES_AS
2122,2917,APPRENTICED_TO
2122,2919,HAD_APPRENTICE
2917,2122,HAD_APPRENTICE
2917,10062,HAD_APPRENTICE
2917,3473,HAD_APPRENTICE
5090,5148,TOOK_OVER_FROM
6934,140,PARTNERSHIP
4148,4147,TOOK_OVER_FROM
4147,4148,SUCCEEDED__BY
5093,4148,TOOK_OVER_FROM
5093,6935,SUCCEEDED__BY
6935,5093,TOOK_OVER_FROM
1550,2126,SEE_ALSO
1550,3383,SEE_ALSO
2126,3383,SEE_ALSO
2126,1550,SEE_ALSO
3482,748,HAD_APPRENTICE
3482,652,SUCCEEDED__BY
748,2278,SUCCEEDED__BY
748,3482,WORKED_FOR
652,1485,HAD_APPRENTICE
652,526,ASSOCIATED_WITH
526,355,ASSOCIATED_WITH
526,3482,ASSOCIATED_WITH
9206,4600,SUPPLIED_TO
4149,2948,TOOK_OVER_FROM
2948,4149,SUCCEEDED__BY
5096,4149,TOOK_OVER_FROM
5098,5097,CHILD_OF
3536,859,APPRENTICED_TO
2127,8724,HAD_APPRENTICE
2127,5100,PARENT_OF
2127,325,APPRENTICED_TO
2127,2548,HAD_APPRENTICE
8724,7448,HAD_APPRENTICE
5100,2127,CHILD_OF
10288,9940,TOOK_OVER_FROM
3417,1903,APPRENTICED_TO
3417,8906,HAD_APPRENTICE
6942,331,HAD_APPRENTICE
1878,1877,SUCCEEDED__BY
1877,1878,TOOK_OVER_FROM
10548,10365,SEE_ALSO
2411,1887,HAD_APPRENTICE
1887,2411,APPRENTICED_TO
9875,9874,SEE_ALSO
9874,9875,SEE_ALSO
4150,4150,SEE_ALSO
4150,1549,SEE_ALSO
1549,4150,SEE_ALSO
2950,4150,SEE_ALSO
2950,1549,SEE_ALSO
781,780,SUCCEEDED__BY
780,781,TOOK_OVER_FROM
780,5103,SEE_ALSO
5103,781,SEE_ALSO
5103,780,TOOK_OVER_FROM
5104,781,SEE_ALSO
5104,780,SEE_ALSO
5104,5103,TOOK_OVER_FROM
5108,10052,SEE_ALSO
5108,1485,CHILD_OF
10052,5108,SEE_ALSO
2953,4151,SUCCEEDED__BY
2953,1485,TOOK_OVER_FROM
4151,5108,SUCCEEDED__BY
4151,2953,TOOK_OVER_FROM
5109,1485,SEE_ALSO
5109,5108,SEE_ALSO
5107,4151,TOOK_OVER_FROM
5107,5108,SUCCEEDED__BY
2412,5412,SUCCEEDED__BY
2412,3442,SEE_ALSO
3442,5412,PARTNERSHIP
3442,2412,APPRENTICED_TO
930,306,SEE_ALSO
306,930,SEE_ALSO
958,2954,SUCCEEDED__BY
1344,5527,ASSOCIATED_WITH
1344,1353,ASSOCIATED_WITH
1344,726,CHILD_OF
726,728,APPRENTICED_TO
726,8625,HAD_APPRENTICE
726,5528,HAD_APPRENTICE
726,1344,HAD_APPRENTICE
726,1353,HAD_APPRENTICE
726,5526,SEE_ALSO
5110,6951,SUCCEEDED__BY
5110,1353,SEE_ALSO
6951,5110,TOOK_OVER_FROM
3891,3893,SUCCEEDED__BY
3891,3892,SEE_ALSO
3891,3888,TOOK_OVER_FROM
3893,3891,TOOK_OVER_FROM
3893,3888,SEE_ALSO
3892,3891,SEE_ALSO
3888,3891,SUCCEEDED__BY
3888,3893,SEE_ALSO
2739,337,APPRENTICED_TO
765,5115,SEE_ALSO
5115,765,TOOK_OVER_FROM
4154,9378,ASSOCIATED_WITH
4154,9386,ASSOCIATED_WITH
4154,6608,SUCCEEDED__BY
4155,3097,TOOK_OVER_FROM
3097,6000,HAD_APPRENTICE
2130,4156,SEE_ALSO
655,204,TOOK_OVER_FROM
4157,2131,SEE_ALSO
1590,6961,SUCCEEDED__BY
1590,1245,WORKED_FOR
6961,1590,TOOK_OVER_FROM
1245,1590,SUCCEEDED__BY
2955,5116,SEE_ALSO
9756,4159,SEE_ALSO
4159,9756,SEE_ALSO
3673,3620,SEE_ALSO
4161,5131,SEE_ALSO
915,4304,SUCCEEDED__BY
915,914,TOOK_OVER_FROM
915,6963,SAME_PREMISES_AS
915,6962,SUCCEEDED__BY
6963,915,SAME_PREMISES_AS
6963,6962,TOOK_OVER_FROM
2787,2625,APPRENTICED_TO
2625,2787,HAD_APPRENTICE
2625,2694,HAD_APPRENTICE
2625,855,HAD_APPRENTICE
2625,186,HAD_APPRENTICE
248,1516,SEE_ALSO
248,1510,SEE_ALSO
1516,1510,SEE_ALSO
1516,248,SEE_ALSO
264,278,SEE_ALSO
278,2787,SEE_ALSO
278,264,SEE_ALSO
1243,278,SEE_ALSO
1243,2787,SEE_ALSO
253,172,TOOK_OVER_FROM
253,1379,HAD_APPRENTICE
253,1377,HAD_APPRENTICE
1379,1443,PARENT_OF
1379,253,TOOK_OVER_FROM
1379,1377,SIBLING_OF
1377,253,APPRENTICED_TO
1443,1379,CHILD_OF
8443,8442,CHILD_OF
8442,8443,PARENT_OF
6965,508,ASSOCIATED_WITH
6965,9036,WORKED_FOR
508,207,APPRENTICED_TO
508,945,ASSOCIATED_WITH
508,9036,PARENT_OF
508,1669,SIBLING_OF
508,619,ASSOCIATED_WITH
6967,10424,SEE_ALSO
6967,6966,SUCCEEDED__BY
3675,3674,SEE_ALSO
3674,3675,SEE_ALSO
5134,4481,HAD_APPRENTICE
2795,175,APPRENTICED_TO
5136,6976,SUCCEEDED__BY
5136,955,SEE_ALSO
6976,5136,SEE_ALSO
955,5136,SEE_ALSO
5135,5136,SEE_ALSO
2135,4162,SEE_ALSO
2135,2134,SEE_ALSO
4162,2134,TOOK_OVER_FROM
4162,2135,SEE_ALSO
3225,2592,APPRENTICED_TO
2415,3225,SEE_ALSO
3487,4514,HAD_APPRENTICE
3487,1292,APPRENTICED_TO
3487,1291,CHILD_OF
4514,7504,SEE_ALSO
4514,3487,APPRENTICED_TO
10243,4164,SEE_ALSO
4164,2137,APPRENTICED_TO
4164,3402,SIBLING_OF
4164,10243,SEE_ALSO
4164,8370,PARENT_OF
4164,6980,SEE_ALSO
4164,5070,HAD_APPRENTICE
4164,8655,HAD_APPRENTICE
2695,714,APPRENTICED_TO
714,2695,HAD_APPRENTICE
714,438,APPRENTICED_TO
714,713,SPOUSE_OF
2136,2137,SEE_ALSO
1880,4163,SEE_ALSO
6979,9378,ASSOCIATED_WITH
6979,6980,SUCCEEDED__BY
6979,8370,SEE_ALSO
6980,6979,TOOK_OVER_FROM
736,2137,SEE_ALSO
1170,3172,SEE_ALSO
3172,1170,TOOK_OVER_FROM
5142,3172,SEE_ALSO
5142,6989,SUCCEEDED__BY
6984,6985,SEE_ALSO
6989,5142,TOOK_OVER_FROM
6986,6990,SEE_ALSO
6990,6986,SEE_ALSO
5767,1170,SEE_ALSO
7793,6985,SEE_ALSO
7793,6984,SEE_ALSO
5476,745,APPRENTICED_TO
10187,10187,SUCCEEDED__BY
2139,2140,SEE_ALSO
2139,2138,SEE_ALSO
2139,2141,SEE_ALSO
2140,2141,SEE_ALSO
2140,2139,SEE_ALSO
2140,2138,SEE_ALSO
2141,2139,SEE_ALSO
2138,2141,SEE_ALSO
2138,2140,SEE_ALSO
2138,2139,SEE_ALSO
490,282,TOOK_OVER_FROM
490,359,SUCCEEDED__BY
644,657,SEE_ALSO
644,1868,SEE_ALSO
8479,6996,PARTNERSHIP
8479,6994,CHILD_OF
6996,8479,PARTNERSHIP
6996,8480,PARTNERSHIP
6996,6994,TOOK_OVER_FROM
6996,8478,PARTNERSHIP
6994,6996,SUCCEEDED__BY
6994,6998,ASSOCIATED_WITH
8478,6996,PARTNERSHIP
8478,6994,CHILD_OF
6998,6994,ASSOCIATED_WITH
6998,5148,SEE_ALSO
8480,6996,PARTNERSHIP
8480,6994,CHILD_OF
6995,6994,SUCCEEDED__BY
6995,4458,TOOK_OVER_FROM
6995,678,ASSOCIATED_WITH
4458,2991,TOOK_OVER_FROM
4458,2993,SEE_ALSO
4458,678,ASSOCIATED_WITH
658,8177,HAD_APPRENTICE
658,600,ASSOCIATED_WITH
658,5488,HAD_APPRENTICE
3548,814,HAD_APPRENTICE
5144,5153,SEE_ALSO
9139,5144,SUCCEEDED__BY
9139,5153,SEE_ALSO
3972,2372,SPOUSE_OF
3972,2418,TOOK_OVER_FROM
3972,2371,SEE_ALSO
2372,2371,SPOUSE_OF
2372,2572,ASSOCIATED_WITH
2419,2367,SPOUSE_OF
2419,2418,PARENT_OF
2419,2371,SEE_ALSO
2419,2417,PARTNERSHIP
2367,2419,SPOUSE_OF
2367,2418,PARENT_OF
2367,2417,SEE_ALSO
2417,2418,SEE_ALSO
2417,2367,SEE_ALSO
2418,2572,HAD_APPRENTICE
2418,2367,CHILD_OF
2418,2417,PARTNERSHIP
2371,2372,SPOUSE_OF
2371,2417,SEE_ALSO
5152,2170,APPRENTICED_TO
6999,5153,TOOK_OVER_FROM
7000,6999,SEE_ALSO
7001,6999,SUCCEEDED__BY
7001,5153,SEE_ALSO
2958,2957,SEE_ALSO
2958,5168,TOOK_OVER_FROM
2957,5169,SEE_ALSO
2957,2958,SEE_ALSO
2957,5168,SEE_ALSO
5168,2958,SUCCEEDED__BY
5168,5169,SEE_ALSO
5168,2957,SEE_ALSO
5169,5168,SEE_ALSO
5169,2957,SEE_ALSO
9023,2957,SEE_ALSO
5151,2959,PARTNERSHIP
1882,2143,SEE_ALSO
1882,2960,SEE_ALSO
1882,2144,SEE_ALSO
2143,1882,SEE_ALSO
2143,2144,SUCCEEDED__BY
2960,2143,SEE_ALSO
2960,1882,SEE_ALSO
2960,2144,TOOK_OVER_FROM
2144,2960,SUCCEEDED__BY
2144,1882,SEE_ALSO
2144,2143,TOOK_OVER_FROM
7009,6624,SEE_ALSO
199,201,SEE_ALSO
9686,10294,SEE_ALSO
10294,9686,SEE_ALSO
85,17,ASSOCIATED_WITH
85,91,ASSOCIATED_WITH
7014,7016,SUCCEEDED__BY
7016,7014,TOOK_OVER_FROM
5162,5164,SUCCEEDED__BY
5164,5162,TOOK_OVER_FROM
2145,4169,SEE_ALSO
5165,5164,TOOK_OVER_FROM
7017,8052,SUCCEEDED__BY
7017,7014,SEE_ALSO
77,1061,SEE_ALSO
77,3241,HAD_APPRENTICE
1061,77,SEE_ALSO
3241,1026,SEE_ALSO
3241,77,APPRENTICED_TO
3241,5948,SEE_ALSO
7020,7019,TOOK_OVER_FROM
7020,7544,SEE_ALSO
7024,7023,SEE_ALSO
1881,389,APPRENTICED_TO
389,1114,EMPLOYED_BY
389,1881,HAD_APPRENTICE
389,1096,HAD_APPRENTICE
5358,8455,HAD_APPRENTICE
5358,2513,SEE_ALSO
2513,5358,HAD_APPRENTICE
2513,234,APPRENTICED_TO
68,8639,TOOK_OVER_FROM
8714,8713,TOOK_OVER_FROM
8713,68,TOOK_OVER_FROM
8713,8714,SUCCEEDED__BY
7027,2148,SEE_ALSO
7027,5174,SEE_ALSO
7027,5235,SEE_ALSO
2148,3332,SEE_ALSO
2148,2085,APPRENTICED_TO
2148,5174,SUCCEEDED__BY
3332,7028,SUCCEEDED__BY
3332,2148,SEE_ALSO
7028,3332,TOOK_OVER_FROM
5174,2148,TOOK_OVER_FROM
5235,7027,SEE_ALSO
10469,7028,TOOK_OVER_FROM
2450,702,APPRENTICED_TO
5175,5176,SEE_ALSO
7030,5176,TOOK_OVER_FROM
1085,873,SEE_ALSO
252,873,TOOK_OVER_FROM
2384,2573,HAD_APPRENTICE
3333,2794,APPRENTICED_TO
3333,3334,HAD_APPRENTICE
2794,3992,HAD_APPRENTICE
2794,4002,HAD_APPRENTICE
2794,3125,SUCCEEDED__BY
2794,324,ASSOCIATED_WITH
3334,3333,UNKNOWN_RELATION
1883,2535,APPRENTICED_TO
1883,8368,HAD_APPRENTICE
4172,3071,SEE_ALSO
3071,4172,SEE_ALSO
3071,7033,SEE_ALSO
9646,10374,SUCCEEDED__BY
1223,173,APPRENTICED_TO
661,273,APPRENTICED_TO
3288,7037,SUCCEEDED__BY
3288,9147,SEE_ALSO
244,877,APPRENTICED_TO
877,1027,PARENT_OF
877,244,HAD_APPRENTICE
877,1202,SUCCEEDED__BY
1512,10559,SEE_ALSO
10559,9589,TOOK_OVER_FROM
5182,3288,SUCCEEDED__BY
7042,385,TOOK_OVER_FROM
9197,9196,UNCLE_AUNT_OF
9197,9279,SIBLING_OF
9197,4372,APPRENTICED_TO
9197,3170,PARTNERSHIP
9196,3170,PARTNERSHIP
9196,9197,NEPHEW_NIECE_OF
9196,9279,NEPHEW_NIECE_OF
9279,3170,PARTNERSHIP
9279,9196,UNCLE_AUNT_OF
9279,3610,ASSOCIATED_WITH
9279,9197,SIBLING_OF
3170,9197,SEE_ALSO
3170,3164,ASSOCIATED_WITH
3170,9196,SEE_ALSO
3170,9279,SEE_ALSO
3527,5436,SEE_ALSO
5436,3527,SEE_ALSO
4377,3170,TOOK_OVER_FROM
191,2112,SPOUSE_OF
827,663,TOOK_OVER_FROM
827,665,SUCCEEDED__BY
664,663,CHILD_OF
664,827,PARTNERSHIP
664,1102,SIBLING_OF
665,827,TOOK_OVER_FROM
665,663,SEE_ALSO
5301,2482,SEE_ALSO
9438,5184,TOOK_OVER_FROM
5184,2151,SEE_ALSO
5184,5768,SEE_ALSO
7054,4178,TOOK_OVER_FROM
4178,7054,SUCCEEDED__BY
